Location name,Amount spent (NZD)
Auckland Region,1990
Bay of Plenty Region,444
Canterbury,672
Cook Islands,≤100
Gisborne District,≤100
Hawke's Bay,209
Manawatu-Wanganui,288
Marlborough Region,≤100
Nelson Province,≤100
Northland Region,229
Otago,277
Southland,116
Taranaki,153
Tasman District,≤100
Unknown,≤100
Waikato,567
Wellington Region,531
West Coast,≤100
