Location name,Amount spent (NOK)
Akershus,3486
Aust-Agder,864
Buskerud,1636
Finnmark,686
Hedmark,856
Hordaland,5561
Møre og Romsdal,1486
Nord-Trøndelag,760
Nordland,1861
Oppland,1074
Oslo,10424
Rogaland,2924
Sogn og Fjordane,544
Sør-Trøndelag,2421
Telemark,1601
Troms,1474
Unknown,≤100
Vest-Agder,2090
Vestfold,1664
Østfold,2117
