Page ID,Page name,Disclaimer,Amount spent (PHP),Number of ads in Library
68793499001,UNICEF,UNICEF with Facebook Ad Credits,113406,8
100350202335117,Benhur Abalos,Authority Asia Communications Inc.,34522,31
1087859964611855,Philippine Competition Commission,Philippine Competition Commission,20083,40
550013548423077,ECPAT Philippines,ECPAT Philippines with Facebook Ad Credits,5800,1
117453778282133,PhilCare,PhilCare,5064,2
555503991321280,Geraldine Roman,Sulong Pilipinas,4206,3
257830240980106,Ronnie Dadivas,Roxas City United,3181,9
167878593236712,UNICEF en español,UNICEF con créditos publicitarios de Facebook,3057,4
163550757135020,News5,News5,2950,13
197727873578501,Senator Migz Zubiri,Senator Migz Zubiri,2928,1
126919387470670,Rufus B. Rodriguez,Rufus Bautista Rodriguez,2887,13
265779500134955,SM Supermalls,SM Supermalls,2678,2
952018388329788,Kathryna Yu-Pimentel,Kathryna Yu-Pimentel,2448,1
495629064258114,Lolita Karen Javier,Amor U. Nacional,2326,3
1512452085732585,Stratbase ADR Institute,Stratbase ADR Institute,2241,13
2101088876594734,MBS- Senior Deputy Speaker DOY Leachon,Ronalee Escondo Leachon,2000,2
166178460072395,اليونيسف بالعربية - UNICEF in Arabic,اليونيسف باستخدام اعتمادات الإعلان على الفيسبوك,1982,4
112952897079549,Energy Development Corporation,Energy Development Corporation,1967,4
101382091400564,Atty. Tony Roman,Sulong Pilipinas,1917,1
1922749344643532,The World Tonight,The World Tonight,1847,14
324393636342,Ernix Dionisio,Ernesto Mijares Dionisio Jr.,1497,1
351879361521039,Cong. Nonoy Libanan,Cong. Nonoy Libanan,1477,2
100170811672425,Kyusi,WFPH,1473,15
156752721080952,Sonny Angara,Sonny Angara,1438,3
103048888946785,Jaime Cojuangco,Sulong Pilipinas,1358,1
505887912898325,Positive Energy,Energy Development Corporation,1205,2
325780477966356,Geo 24/7,Energy Development Corporation,1188,3
404729389612751,"Teodorico ""Nonong"" T Haresco, Jr",BIHA-MPC : People of Aklan,1178,12
1759941490758280,Jerry Treñas,Ma. Ruthmar Ignacio Gabileo,1118,20
113192036820162,Prof. Soc Anthony del Rosario,We Care Incorporated,1038,12
969917173120995,Susan Yap,Sulong Pilipinas,936,1
106352075165169,e-Boto,e-Boto,914,6
1566478310240623,Francis Tolentino,Francis Tolentino PH,829,3
121096004646927,"Pablo John ""PJ"" Garcia",Friends of PJ Garcia,810,3
249691921715548,Commission on Higher Education(CHED),Commission on Higher Education(CHED),784,1
100985303377,Valenzuela City,Valenzuela City,749,1
110906614080083,Ang Realidad PH,Clutchmedia,678,1
105969951219886,Sibika.ph,Philippine Business for Education,678,1
237494442937195,Daily Guardian,Prometheus,670,1
186667502068528,Larry De Costa,WFPH,657,6
240031043234904,Bicol News,Joshua Arroyo Pinca,604,1
1030706640379655,Pilipinas: Coal Free by 2030,Coal Free Philippines,574,2
150375428333135,"Office of the Presidential Adviser on Peace, Reconciliation and Unity",Office of the Presidential Adviser on the Peace Process (OPAPP),559,2
284388901610603,Philippine Manila Times,Sartine,557,1
935246813203480,Nanda's vegetarian food products,These ads ran without a disclaimer,557,1
114857213210297,Ninong Dela Cruz,Batang Malabon'yan Movement,523,5
229162103880856,Wanna Fact PH,WFPH,502,3
529901257160994,Paz Radaza,Klin Mar Mejo,471,1
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,453,5
454536418241945,MakeSense,MakeSense Asia,437,1
113238417024056,Anna Mae Yu Lamentillo,Anna Mae Yu Lamentillo,430,3
1452648134951782,Local Government Unit of Solano,Mae Madelaine Galamay Danao,415,3
774149009339209,The Climate Reality Project Philippines,The Climate Reality Project Philippines,407,6
100228085283881,Support to Bangsamoro Transition - Subatra,Kenny Erad Nodalo,381,3
320130741416822,Special Olympics Pilipinas,Special Olympics Pilipinas,352,6
138279376537685,"Jocelyn ""Bebot"" Rodriguez",Jocelyn Bautista Rodriguez,320,2
102096659031494,Cong. Arnan C. Panaligan - House of Representatives,Jayvee Timbas,316,2
401967370677593,Art Mercado,Jhe-Rico Sam Soriano Colina,311,1
730640463621024,Tanauan Leyte - A Delightful Place,Tanauan Leyte - A Delightful Place,302,3
111563964712077,Atty. Dino Yulo,Atty. Dino Yulo,301,1
100613639077658,Councilor Jomil Serna,Friends and Supporters of Jomil Serna,292,1
620563708319693,P4P - Power for People Coalition,CEED Philippines,280,2
109970274861274,Councilor Kim Bandarlipe,Kim Garabiles Bandarlipe,274,1
104894502421974,PH Biz Forum,The Message Booster Enterprise,269,3
332536503771530,Vice Governor Karen Agapay,Edgar Habana Ruado,262,2
2526565254236651,SPM Gian Crisostomo,SPM Gian Crisostomo,262,4
197171390303624,Arlene B. Arcillas,Sharon Bawan De Dios,257,1
104988244674974,Mobility Awards,The Climate Reality Project Philippines,247,4
154386154617,WWF-Philippines,WWF-Philippines,242,1
