Page ID,Page name,Disclaimer,Amount spent (NOK),Number of ads in Library
135843375926,UNICEF Norge,UNICEF Norge,11481,38
113275862050709,Næringslivets Hovedorganisasjon,Næringslivets Hovedorganisasjon,2382,6
728518604216173,HELT MED,Stiftelsen HELT MED,1926,1
132368899297,Framtiden i våre hender,Framtiden i Våre Hender,1850,63
140883578419,Flyktninghjelpen,Flyktninghjelpen,1756,5
44960467949,Greenpeace Norge,Föreningen Greenpeace Norden,1310,30
102301918919791,Nidaros sosialdemokratisk forum,Nidaros sosialdemokratisk forum,1279,3
300127442096,Norske Kvinners Sanitetsforening,Norske Kvinners Sanitetsforening,1258,3
344674789296133,McKinsey & Company Norge,McKinsey & Company Inc Norway,989,10
234659001772,Arbeiderpartiet,Arbeiderpartiet,712,3
1311226819022317,The Norwegian Nobel Institute / Det Norske Nobelinstitutt,Helene Kvernaas,691,24
46818767155,Miljøpartiet De Grønne - MDG,Miljøpartiet De Grønne,681,6
128076177249380,Nationen,Nationen,620,3
21603349508,NOAH - for dyrs rettigheter,NOAH - for dyrs rettigheter,617,1
128907043832503,Nettverk for dyrs frihet,Nettverk for dyrs frihet,609,1
227165807403160,Vestland Innvandrerråd,Vestland Innvandrerråd,551,3
126448980866214,Klassekampen,Klassekampen,516,3
156202914404133,Minerva,Mediehuset Minerva,506,1
100682016119457,Universitetsplassen - UiO,Universitetet i Oslo,488,1
198148715581,Vestfold og Telemark FrP,Vestfold og Telemark FrP,454,3
772203719475318,Oslo Arbeidersamfunn,Kasper Silkoset Syvertsen,405,2
10254410675,Venstre,Venstre,395,3
806116572910186,Åskollen Ungdomsskole,Ståle Frydenlund,362,4
102560641840786,Preventio,Preventio,330,1
173739506066242,LO Internasjonalt,LO,323,2
417968848252894,Besteforeldrenes klimaaksjon,Besteforeldrenes Klimaaksjon,310,3
36218282743,Røde Kors,These ads ran without a disclaimer,284,1
87445018334,Nobel Peace Center,Nobel Peace Center,280,6
380405316155402,Stopp alzheimer og demens,Nasjonalforeningen for folkehelsen,247,2
53828343371,Epilepsiforbundet,Epilepsiforbundet,217,2
125185750841432,LO Møre og Romsdal,LO,205,1
186626994701210,Forbundet for Ledelse og Teknikk (FLT),Forbundet for Ledelse og Teknikk (FLT),191,5
319940767621,Sosialistisk Ungdom,Sosialistisk Ungdom,159,2
272684277921121,Bar Liberal,Herman Lund,155,2
34448777123,Haugesund Venstre,Bjørn Gunnar Husby,143,2
20468812735,LO,LO,142,2
100722841311675,"Kristiansand Pensjonistparti - Barn, Familie og Pensjonist",Kristiansand Pensjonistparti,133,4
198748346812235,Drammen Venstre,Drammen Venstre,128,1
108316242595975,Norðurlandahúsið í Føroyum - The Nordic House in The Faroe Islands,These ads ran without a disclaimer,126,1
371106536283235,DAG OG TID,Dag og Tid AS,121,2
119797291429215,RIO - en landsdekkende brukerorganisasjon på rusfeltet,RIO - en landsdekkende brukerorganisasjon på rusfeltet,120,1
58473863651,Amnesty International Norway,These ads ran without a disclaimer,119,2
52417950870,Rogaland Venstre,Rogaland Venstre,109,9
126448980866214,Klassekampen,Klassekampen AS,103,1
156892357685143,Kjartan Alexander Lunde,Rogaland Venstre,103,3
178151959629,Europabevegelsen,Europabevegelsen i Norge,101,5
155399071173729,Lørenskog Høyre,Lørenskog Høyre,≤100,1
