Location name,Amount spent (JPY)
Aichi Prefecture,26781
Akita Prefecture,1188
Aomori Prefecture,2885
Chiba Prefecture,22279
Ehime Prefecture,2945
Fukui Prefecture,3220
Fukuoka Prefecture,44732
Fukushima Prefecture,3643
Gifu Prefecture,3971
Gunma Prefecture,4355
Hiroshima Prefecture,10017
Hokkaido,45401
Hyōgo Prefecture,17813
Ibaraki Prefecture,5671
Ishikawa Prefecture,3146
Iwate Prefecture,1961
Kagawa Prefecture,5407
Kagoshima Prefecture,3009
Kanagawa Prefecture,43390
Kumamoto Prefecture,6077
Kyoto Prefecture,8183
Kōchi Prefecture,1234
Mie Prefecture,3748
Miyagi Prefecture,10865
Miyazaki Prefecture,2857
Nagano Prefecture,4528
Nagasaki Prefecture,3678
Nara Prefecture,2962
Niigata Prefecture,3981
Okayama Prefecture,5199
Okinawa Prefecture,5079
Osaka Prefecture,37440
Saga Prefecture,3181
Saitama Prefecture,25461
Shiga Prefecture,3083
Shimane Prefecture,1082
Shizuoka Prefecture,7740
Tochigi Prefecture,8012
Tokushima Prefecture,1492
Tokyo,77489
Tottori Prefecture,1037
Toyama Prefecture,2240
Unknown,≤100
Wakayama Prefecture,2233
Yamagata Prefecture,2490
Yamaguchi Prefecture,3035
Yamanashi Prefecture,2123
Ōita Prefecture,3580
