Page ID,Page name,Disclaimer,Amount spent (COP),Number of ads in Library
75884689790,Colectivo de Abogados,Colectivo de Abogados,2628557,5
141361183156268,Juan Carlos Upegui,Juan Carlos Upegui,1154167,13
597006313643580,Gobernación del Valle del Cauca,Gobernación Valle del Cauca,908209,19
251292808253299,Canadian College,Canadian College,820376,19
101071764864119,Dulce Veneno,Dulce Veneno,727554,1
105578134695113,Andree Uribe Montoya,Cleidy Andrea Montoya Parra,686021,6
127910153956277,CUT Colombia,These ads ran without a disclaimer,544551,1
310454127055,Politécnico Grancolombiano,Sergio Fernando Gallo Suarez,491899,4
499121313802137,Túnel GGE,Túnel Guillermo Gaviria Echeverri,405268,2
601336570076276,Rodolfo Correa,Rodolfo Andres Vargas Correa,377101,2
101871502791636,Carlos Acosta Juliao Oficial,Toro Digital,326249,5
619776134722439,Secretaría Distrital de Salud,Secretaría Distrital de Salud,222430,11
105860962029722,medellinvuelveabrillar,Medellín Vuelve a Brillar,222343,16
106226905008843,Nata Botero,Nata Botero,210464,1
466713146804873,Jonathan Vasquez,Jonathan Stivel Vasquez Gomez,206759,2
157146724439549,Luis Bernardo Vélez,Martha Patricia Giraldo,179298,9
370267297019304,Marco Hincapié,Marco Emilio Hincapie Ramirez,162066,2
112155252163421,Sebastián López V.,Sebastian Lopez Valencia,158382,42
114317847146525,Alvaro Arias Velez,TORO DIGITAL,145274,6
167222580002790,Clara Luz Roldan Gonzalez,Clara Luz Roldán,143120,2
381464961911270,Cruz Roja Antioquia,Cruz Roja Colombiana Seccional Antioquia,123797,6
113234113483957,Mauricio Muñoz,Eduer Mauricio Muñoz Noguera,113000,5
108158921672438,Llener Borja,Alvaro Jose Gomez Ramirez,102585,7
1719725724954043,Rodrigo Rojas Lara,Rodrigo Rojas Lara,97708,1
264386463968386,Nubia Stella Martínez,Centro Democrático - Comunidad Oficial,95370,1
1147318942107929,Todos Somos Una,DEBRAIN LLC,94714,3
1622001728047397,Harman Alcalde,Harman Alcalde,90857,14
201014753267112,Andrés Fernando Mesa Valencia,Andres Fernando Mesa Valencia,88298,4
749177381856407,Camilo Calle,Camilo Calle,82865,6
509529099396147,Héctor Rangel,Héctor Rangel,80523,6
643513979193133,Unidos por Beatriz,Neuma,78088,9
107204794960194,Instituto Técnico La Salle,Instituto Técnico La Salle,75576,11
112898401710479,Grade Smith,These ads ran without a disclaimer,74664,2
2158318667815480,Nancy Henao Ruiz,Nancy Concejal Verde,65879,8
1004865626202028,Jaime Peña Peñaranda,Joseph Ferney Galvis Gonzalez,60589,4
104969865721375,Profes.movimientociudadano,John Bazurto,58209,5
110673818587137,Eicman Murillo,Jamundí para Todos,57987,2
133787883971402,Oscar Ramírez Vahos,Oscar Ramirez Vahos,57086,4
462660883763346,Ronald Mayorga,Ronald Mayorga,55491,4
1953017374955460,Nelson Barrera Roa,Nelson Barrera Roa,55414,1
106125295156311,Jose Elner Gonzalez,Jose Elner Gonzalez Azcarate,54828,1
102108685107684,Jose Baquero,Baquero Jose,52813,2
105437204540183,Miyerlandi Torres A,Miyerlandi Torres A,52713,6
645168172181457,Gobernación de Caldas,Eikon Digital SAS,52526,17
2280357942291111,Luis Carlos Velásquez,Luis Carlos Velásquez,52060,7
789907401124930,Partido Humanista De Colombia,David Nassar Moor,50802,1
53177129367,Dilian Francisca Toro Torres,Dilian Francisca Toro,49055,3
581095835894514,Noticentro 1 CM&,Noticentro 1 CM&,47760,9
