Location name,Amount spent (CHF)
Aargau,576
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,551
Basel-Landschaft,202
Bern,999
Canton of Geneva,1540
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,463
Fribourg,332
Graubünden,217
Jura,≤100
Luzern,390
Neuchâtel,200
Schaffhausen,143
Schwyz,149
Solothurn,215
Thurgau,277
Ticino,264
Unknown,≤100
Uri,≤100
Valais,377
Vaud,840
Zug,≤100
Zürich,2643
