Location name,Amount spent (CHF)
Aargau,276
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,108
Basel-Landschaft,≤100
Bern,206
Canton of Geneva,2794
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,123
Fribourg,127
Graubünden,≤100
Jura,≤100
Luzern,4564
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,≤100
Solothurn,≤100
Thurgau,≤100
Ticino,1379
Uri,≤100
Valais,123
Vaud,369
Zug,≤100
Zürich,451
