Page ID,Page name,Disclaimer,Amount spent (BRL),Number of ads in Library
239665829565195,Cidade de São Paulo,Pago por Prefeitura de SP,26095,45
301774903545521,Brasil Paralelo,Brasil Paralelo,25066,32
196452727048562,Governo do Rio Grande do Sul,SECRETARIA DE COMUNICAÇÃO,23296,21
425350744240843,Comitê Internacional da Cruz Vermelha,Comitê Internacional da Cruz Vermelha,11901,233
113507215403008,Câmara Municipal de São Paulo,Câmara Municipal de São Paulo,7332,68
63044235866,UN Climate Change,UN Climate Change with Facebook Ad Credits,6456,4
1127498110791820,EducaMídia,EducaMídia com créditos para anúncios do Facebook,5726,4
109770755848061,Suzano,Suzano SA,4598,10
109354687306376,Instituto Conhecimento Liberta,Instituto Conhecimento Liberta,3685,94
128802790469337,Todos Pela Educação,Todos Pela Educação,3537,5
333720355130,Petrobras,Petrobras,3482,25
131844590198876,Prefeitura de Porto Alegre,Prefeitura Municipal de Porto Alegre,2725,2
159103797542,Greenpeace Brasil,Greenpeace Brasil,2363,129
224950980894382,Fred Costa,Frederico Borges Da Costa,2173,13
105806795144292,EducaMídia 60+,EducaMídia 60+ com créditos para anúncios do Facebook,2008,10
198849783539777,Buscofem,Buscofem,1982,1
151756254136,Enel Brasil,Enel Brasil,1850,4
554540954593203,Raízen,These ads ran without a disclaimer,1765,4
491007197579019,Carlos Brandão,Carlos Brandão,1747,7
239977579362882,Blue3,Blue3 Investimentos,1711,7
367980806622995,Bruna Furlan Deputada Estadual,Bruna Furlan,1676,147
224777780881144,Visão Mundial,Visão Mundial,1642,40
115230991849922,O Globo,Editora Globo,1465,8
268442489924536,Desenvolve SP,Desenvolve SP,1336,20
101362682748232,Marilia Dicas,These ads ran without a disclaimer,1333,1
165175370206522,Citi Brasil,Citi Brasil,1184,1
285717455335990,Ministério da Cidadania,These ads ran without a disclaimer,1118,1
157982450937286,Senador Carlos Viana,Carlos Alberto Dias Viana,1042,8
1671656236440009,Mauro Tramonte,Mauro Tramonte,1031,2
185500178231142,Governo do Maranhão,Governo do Estado do Maranhão,1029,8
275181425967272,Olavo de Carvalho,CAMARGO & CARVALHO TECNOLOGIA DA INFORMACAO LTDA,1009,45
197587446941661,Valor Econômico,Editora Globo,948,12
141405472616844,Edmir Chedid,Edmir José Abi Chedid,940,27
1578235319127195,Seiko Brasil,ORIENT RELOGIOS DA AMAZONIA LTDA,870,27
105527742878890,Prefeitura do Recife,Prefeitura do Recife,870,8
751187041558643,Requião Filho,Maurício Requião,847,8
483630874998954,Mauro Mendes,Mauro Mendes Ferreira,833,3
104738421003389,InvestNews BR,Easynvest,820,21
360282804039745,Reinaldo Azambuja,Reinaldo Azambuja Silva,730,4
157912844276400,Governo da Bahia,SECRETARIA DE COMUNICACAO SOCIAL - SECOM,725,6
172444996112900,Fundo Brasil,Fundo Brasil,716,196
101230328792183,Portal Concursos & OAB,PORTAL CURSOS PREPARATORIOS E OAB LTDA,701,38
197698930267127,Alana,Instituto Alana,678,29
157964194719,Enel Clientes Brasil,Enel Brasil,669,4
520803328039440,Recicla Sampa,Eco Urbis e Loga,660,50
2209636419286152,Elismar Prado,Elismar Prado,659,3
193640871262,CLAUDIA Online,Kauira Grillo,649,5
534805630341699,Idecan Oficial,"INSTITUTO DE DESENVOLVIMENTO EDUCACIONAL, CULTURAL E ASSISTENCIAL NACIONAL",625,15
104625758942119,Siga Antenado,"ASSOCIACAO ADMINISTRADORA DA FAIXA DE 3,5 GHZ - EAF",606,6
515514761825666,Prefeitura de Curitiba,Prefeitura Municipal de Curitiba,576,12
425215080864180,Pfizer Brasil,Pfizer,555,3
409540602424777,Luciano Ducci,LUCIANO DUCCI,540,40
330379553673497,Oxfam Brasil,Oxfam Brasil,538,130
167035830067775,Prefeitura de Canoas,PREFEITURA DE CANOAS,454,4
101393878293524,Prefeito Tiago Rocha,Prefeito Tiago Rocha,450,6
416907625028840,Governo do Estado de Minas Gerais,Governo de Minas Gerais,420,2
140386962704024,Governo de Pernambuco,Governo de Pernambuco,418,6
107337551644620,Eliane Nogueira,Eliane Nogueira,397,2
100270759072188,Gil Arantes,Gilberto Macedo Gil Arantes,389,3
737219703041909,Pedro Lucas Fernandes,Pedro Lucas Fernandes,384,4
110225312350543,Nova Escola,Associação Nova Escola,376,9
360148920704249,Sinpro Sindicato Dos Professores,Sindicato dos Professores no DF,362,36
2109548659331951,Cursinho da Glória,Cursinho da Glória Eireli ME,352,47
2323904661180742,All Out Brasil,All Out,348,16
373178502706775,Colégio Marista Rosário,Colégio Marista Rosário,343,24
158894974200303,Vitor Lippi,Vitor Lippi,338,28
360125334431298,Renova BR,ASSOCIAÇÃO RENOVA BR,326,5
118678938210868,SIMPI,Simpi,311,3
1678605519056745,Rodrigo Goulart,Rodrigo Goulart,309,6
187970114581051,Anistia Internacional Brasil,Anistia Internacional Brasil,307,21
69488070826,Fundação Abrinq,Fundação Abrinq,295,4
273642106068512,Paulo Alexandre Barbosa,Paulo Alexandre Pereira Barbosa,294,7
2419372891669210,MS em Brasília,MS em Brasília,293,1
258088921369,TOTVS,TOTVS,292,7
132804480113814,PwC Brasil,Pedro Martins,291,6
359119967506808,Colégio Marista João Paulo II,Colégio Marista João Paulo II,286,19
7970426802,WWF-Brasil,WWF-Brasil,286,54
110972683845381,Conta Bemol,Bemol Serviços Financeiros,278,5
233088547446357,Deputado Coronel Azevedo,Andre Luiz Vieira De Azevedo,267,2
142073912632259,Carlos Giannazi,Deputado Carlos Giannazi,264,10
328436800579482,Henrique do Paraíso,Henrique Stein Sciascio,260,1
107186364343220,Felipe Sobral,These ads ran without a disclaimer,260,1
454225234639209,Vereadora Edir Sales,Edir Sales,259,6
699334503504978,Instituto Desiderata,INS DESIDERATA,259,8
656965247684115,Zequinha Marinho,Zequinha Marinho,248,4
367279553431714,Joel da Harpa,JOEL MAURINO DO CARMO,248,2
165175370206522,Citi Brasil,These ads ran without a disclaimer,241,1
228301373863551,Agência Pública,Agência Pública,241,10
145247469014742,Prefeitura do Rio de Janeiro,PREFEITURA DA CIDADE DO RIO DE JANEIRO - PCRJ,240,7
269271589804918,Programa Cidades Sustentáveis,Helena Sordili,238,2
114248903470049,Frente Parlamentar Mista da Medicina,Frente Parlamentar de Medicina,226,3
560599677292902,Prefeitura de Belém,Prefeitura de Belém,224,2
314916388685112,Deputado Val Ceasa,Roosevelt Barcelos,223,1
1594613884123934,IDIB,INSTITUTO DE DESENVOLVIMENTO INSTITUCIONAL BRASILEIRO - IDIB,221,2
100149818404464,Italo Moreira,Italo Moreira,220,2
1642624772620604,Raimundo Penha,Raimundo Ivanir Abreu Penha,214,23
104490315426843,Centro Lemann,CENTRO LEMANN DE LIDERANCA PARA EQUIDADE NA EDUCACAO,213,2
821703454511378,Dra. Sandra Tadeu,Sandra Regina Carbone Tadeu Mudalen,212,12
104553347942750,Eder Borges,Eder Fabiano Borges Adao,209,3
316177968823393,tinis.natureza,Instituto Alana,209,39
185875761943,MDB Nacional,MOVIMENTO DEMOCRÁTICO BRASILEIRO,207,2
914115575302130,Fundação Toyota do Brasil,Fundação Toyota do Brasil,207,4
170166996524709,Orlando Morando,Orlando Morando Junior,203,10
115558703488480,IDP Online,Instituto Brasiliense de Direito Publico,202,24
769891416403599,Câmara Municipal - Varginha,Câmara Municipal - Varginha,201,8
115811301935382,Analice Fernandes,Analice Fernandes,200,4
103356970098314,Geleia Protetor,Vlademir Galdino,197,1
2027104210849317,Geraldinho Prefeito do Povo,Geraldo Pinto De Camargo Filho,196,2
103113175681348,Vanessa da Rosa,Vanessa da Rosa,195,2
291969064306588,Método de Aprovação,SCIREJUS APLICATIVOS JURIDICOS LTDA,192,30
267683643272117,Edmilson Rodrigues,Edmilson Brito Rodrigues,192,4
252627688776913,Cassio Vinicius,These ads ran without a disclaimer,189,2
1700227383437806,OC Advogados,Oliveira e Carneiro Sociedade de Advogados,188,8
359072027503926,Grupo Dignidade,Grupo Dignidade,184,4
201991609984528,Odair Cunha,Odair José da Cunha,184,7
385165124939643,Leandre Dal Ponte,Leandre Dal Ponte,183,2
1555937724629128,Comitê Guandu - RJ,Comite Guandu RJ,183,5
102275945221840,Portal Tucumã,Portal Tucumã,181,163
1611963792244876,Ana Paula Siqueira,Ana Siqueira,180,2
479451742185899,Joel Rodrigues,Joel Rodrigues da Silva,178,1
452296324804718,Braskem,Puzzle Soluções Digitais LTDA,175,2
263563620333111,Eduardo Braga,Carlos Braga,173,3
1263053750454913,Prefeitura de Caçapava,MUNICÍPIO DE CAÇAPAVA,170,5
247306032087347,Plauto Miró,Plauto Miró,170,2
213048568820524,Vereador Paulo Frange,Rodrigo Carvalho,166,20
110627197066277,Leandra Prefeita,Leandra Guedes Ferreira,165,1
201878973201295,Republicanos10,Republicanos10,165,6
339310059494449,Marcos Godoy - Teco,Marcos Godoy,164,2
319356418132318,Gestos,Gestos Soropositividade Comunicação e Gênero,162,2
558890614141714,Prefeitura Municipal de Águas Lindas de Goiás,Prefeitura Municipal de Águas Lindas,160,3
104648831582042,Prefeitura de Tupaciguara,Prefeitura de Tupaciguara,154,10
348704312899125,foconofato,FOCO NO FATO,154,7
1405025743082214,Coronel Alberto Feitosa,Alberto Jorge Feitosa,153,24
1253456521365549,Betinho Gil,Gilberto Daniel Junior,153,3
309818748984,Prefeitura de Manaus,These ads ran without a disclaimer,149,1
111006700550820,Cenarium Amazônia,CENARIUM AGENCIA DE NOTICIAS EIRELI,149,10
