Location name,Amount spent (TWD)
Changhua,6526
Chiayi,2004
Hsinchu,3505
Hsinchu City,6124
Hualien,2305
Kaohsiung,26101
Keelung City,3690
Kinmen,353
Lienchiang,≤100
Miaoli,3669
Nantou,4788
New Taipei City,48387
Penghu,527
Pingtung,4201
Taichung,32276
Tainan,19192
Taipei,41530
Taitung,1402
Taoyuan City,27742
Unknown,4592
Yilan,2459
Yunlin,3827
