Page ID,Page name,Disclaimer,Amount spent (COP),Number of ads in Library
141361183156268,Juan Carlos Upegui,Juan Carlos Upegui,1689779,15
308580499200723,Alcaldía de Medellín,Alcaldia de Medellìn,1357118,11
195575853964886,Rodrigo Lara Restrepo,Movimiento Ciudadano Lara por Bogotá,1316494,28
108379099286148,Alcaldía Mayor de Bogotá,Alcaldía Mayor de Bogotá,1215038,12
1059459884138781,Mauricio Tobón Franco.,Minuto 30 S.A.S.,1098575,2
256488875025665,Juan Bocanegra,Juan Bocanegra,997821,4
183025852044152,Secretaría de Desarrollo Económico,Secretaría de Desarrollo Económico,794779,17
53177129367,Dilian Francisca Toro Torres,Dilian Francisca Toro Torres,793889,18
162949777243451,Andrés Julián,Andrés Julián Rendon,684894,6
446035012834131,Tata Hernández,Tata Hernández,677706,4
251292808253299,Canadian College,Canadian College,628501,18
1589652347763879,Aquileo Medina A,Aquileo Medina A,626813,13
503621983303342,Oscar Mauricio Toro,Oscar Mauricio Toro,617445,159
103138861936410,René Quintero,René Quintero,520035,3
264104919248,Alcaldía Distrital de Barranquilla,Alcaldía Distrital de Barranquilla,498964,4
105788042199348,James Urrego,James Urrego,486885,32
266563730155332,Juan Diego Gomez Jimenez,Get Social,483010,6
101603658222672,jorgelozanodelcampo,jorgelozanodelcampo,453324,4
100364727989389,Said Bitar,Said Bitar,448657,2
133787883971402,Oscar Ramírez VAHOS,Oscar Ramírez VAHOS,410311,3
309383129136101,Secretaría Gobierno de Bogotá,Secretaría Gobierno de Bogotá,383668,8
381403022031226,Steven Cárdenas,Steven Cárdenas,382334,61
112155252163421,Sebastián López V.,Sebastián López V.,363308,4
103754197881668,Esteban Restrepo,Esteban Restrepo,314405,2
812165288875574,Jaime Pumarejo,Toro Digital 1972,289827,3
996217960453678,Crezcamos Juntos Caquetá,Crezcamos Juntos Caquetá,276040,16
167222580002790,Clara Luz Roldan Gonzalez,Clara Luz Roldán,257499,5
115922544823271,Miyerlandi Torres A,Miyerlandi Torres A,245195,20
107269324429951,Víctor Ramos,Víctor Ramos,244723,167
115493108248743,Emiro Arias,Emiro Arias,237956,2
230741350353405,Alcaldía de Rionegro,Alcaldía de Rionegro,229979,3
438113889610097,Hosman Yaith Martínez Moreno,Hosman Yaith Martínez Moreno,226396,13
257401965136834,Carlos Marroquín,Carlos Marroquín,210319,2
132840983520233,Gobernación del Atlántico,Gobernación del Atlántico,207482,2
101337536877032,William Garcia Tirado,William Garcia Tirado,205183,5
100397975380528,Amigos de Dumek,Amigos de Dumek,204261,5
286568181368830,Jhon Ortega,Jhon Ortega,203561,27
118346754599914,Momento Barranca,Momento Barranca,201479,1
100637473120318,Orden y libertad,Orden y libertad,201075,12
834788683237384,William Villamizar Laguado,William Villamizar Laguado,201075,2
590428924681421,Soydiegotamayo,Soydiegotamayo,199708,5
112602178102955,Victorioso,Victorioso,199708,4
102649172879833,Colombia al Día,Colombia al Día,199708,43
1431824383809561,Camilo Torres,Camilo Torres,190039,6
100132752831088,Natalia López Fuentes,Natalia López Fuentes,178955,10
454396071316750,Mauricio Salazar,Mauricio Salazar,174959,1
162392497782532,Genaro Redondo,Genaro Redondo,164154,4
691374267635241,Armando Córdoba,Armando Córdoba,154457,7
437554710309705,Jesús Sepúlveda Bermonth / Concejal de Cúcuta 2021-2023,Jesús Sepúlveda Bermonth / Concejal de Cúcuta 2021-2023,154389,9
969143216462972,Felipe Cañizalez,Felipe Cañizalez,153579,3
281475481867946,Jaime Raul Salamanca,Jaime Raul Salamanca,150859,1
101638866292924,Gustavo Cruz,Gustavo Cruz,150119,2
307701289662624,Carlos Fernando Motoa Solarte,Carlos Fernando Motoa Solarte,148086,2
289149121873080,Samuel Álvarez,Samuel Álvarez,147811,1
107405449071319,Con la suya,Con la suya,147290,15
113661078464726,Dagoberto Marín - Neiva el futuro es hoy,Construespacios,142322,3
838927469815494,Diana Diago,Diana Diago,141963,22
100862467976065,Andrés Fandiño,Andrés Fandiño,140861,7
1643303432550207,Gustavo Vélez,Gustavo Vélez,135968,16
1259770774053121,Politécnico COHAN - Medellín,Politécnico COHAN - Medellín,135456,1
345288946007447,Juan Diego Patiño Ochoa,Juan Diego Patiño Ochoa,134963,9
113234113483957,Mauricio Muñoz,Mauricio Muñoz,131931,1
553585915161201,Jhon Molina Putumayo,Jhon Molina Putumayo,130727,21
213474956085296,Diomara García Serrano,Diomara García Serrano,130186,9
104046148916576,Patricia de Hernandez,Patricia de Hernandez,129261,14
336711793710254,Metro de Bogotá,Metro de Bogotá,125416,2
168743617253,Greenpeace Colombia,Greenpeace Colombia,116872,6
629265973883892,Alcaldía de La Estrella,Alcaldía de La Estrella,116772,9
170459019785694,Secretaría de las Mujeres de Antioquia,Secretaría de las Mujeres de Antioquia,114769,6
101391859627743,Colombia sin miedo,Colombia sin miedo,104893,10
1488419784774409,Alcaldía de Soledad,Alcaldía Municipal de Soledad,100442,8
310013106138836,Harold Ardila,Harold Ardila,99979,2
218937054791364,Juan Jiménez Lara,Juan Jiménez Lara,99530,4
497475647076975,Fabian Oviedo,Fabian Oviedo,99215,7
324718631509952,Yaneth Quintero,Yaneth Quintero,99125,1
100119084876379,Lida Escobar,Lida Escobar,98646,3
397128917143999,Roberto Jiménez Dosquebradas,Roberto Jiménez Dosquebradas,97594,1
1569671889993492,Alfredo Molina Triana,Alfredo Molina Triana,97394,1
1379933302305788,Colegio Gimnasio Americano,Colegio Gimnasio Americano,97249,1
102383079246422,Paulo Gómez,Paulo Gómez,96126,3
482002058626250,Surany Arboleda Arias,Surany Arboleda Arias,95477,6
299469560099835,Alcaldía de Cali,Alcaldía de Cali,95438,3
113210471579556,Teresa Ramos - Construyamos Juntos,Teresa Ramos - Construyamos Juntos,95134,7
118514924593739,Tanque Seco,Tanque seco,94375,7
451588681677173,Eduardo Contreras R,Eduardo Contreras R,93797,10
106684492407666,Edgar Pallares,Edgar Pallares,92926,14
105848177845789,All Out en español,All Out Action Fund,91780,10
129340816734877,Consuelo berraca,Consuelo berraca,89514,2
104168242728622,Daniella Plaza,Daniella Plaza,89081,5
108077528892290,Andrés Zamora Rovira,Space Marketing,88691,2
108576731393581,Juliana Enciso,Juliana Enciso,87137,1
642780166056166,Daniel Galeano,Daniel Galeano,85332,1
184284351706738,Lotería de Bogotá,Lotería de Bogotá,83997,2
111136554742486,Karen Manrique,Karen Manrique,82742,2
101829782408018,InfoTolima,These ads ran without a disclaimer,81811,1
275486829735525,Johan Steed,Johan Steed,81388,3
190329117687781,Ricardo Lopez,Ricardo Lopez,80890,3
108675595132967,Karol Martínez Silva,Karol Martínez Silva,79657,3
102631225056111,Carlos Mejía Restrepo,Carlos Mejía Restrepo,79624,1
106294072547247,Diana Fuentes,Diana Fuentes,78707,2
121411000956280,,Daniel Toro,75777,1
1458739367777443,Wilson Gonzalez Piedecuesta,Wilson Gonzalez Piedecuesta,75355,4
348250701862191,Guillermo Velandia Granados,Guillermo Velandia Granados,75310,6
110036132129269,Alerta Noticias,Alerta Noticias,75011,9
121276654241307,Jorge Eduardo Rojas,Jorge Eduardo Rojas,74954,2
544775729393383,Liss Burgos,Liss Burgos,74695,4
416201871913815,Adolfo Romero,Adolfo Romero,74115,8
107847302040709,Tatiana Pantoja Pantoja,Tatiana Pantoja Pantoja,73362,1
123243941056130,Carlos Amaya,Carlos Amaya,72472,1
2156874387878167,Yilber Leandro Saavedra,Yilber Leandro Saavedra,71857,4
43880852708,Amnistía Internacional Américas,These ads ran without a disclaimer,70120,1
103879051990514,Didier Rave Zuluaga,Didier Rave Zuluaga,69157,10
873744039447179,Daniel Castaño,Daniel Castaño,68571,1
101579918024961,Johana Aranda,Johana Aranda,68253,3
415910721915879,Hector Fabio Velasco Hernandez,héctor fabio velasco hernandez,65838,11
267444465278,Registraduría Nacional del Estado Civil de Colombia,These ads ran without a disclaimer,64880,7
494796217322155,Antonio Sanguino Páez,Antonio Sanguino Páez,64166,2
335077837068367,Simón Pérez,Simón Pérez,63664,5
257836801820119,Fernando Valencia Vallejo,Fernando Valencia Vallejo,62659,2
105495947472221,Jorge García,Jorge García,62466,18
478709465506020,Secretaría de Productividad y Competitividad,Secretaría de Productividad y Competitividad,61810,6
1856466104668553,Rigoberto Lasso Balanta,Rigoberto Lasso Balanta,60145,1
564576010729997,Sincelejo Última Hora,Sincelejo Última Hora,59367,4
151237191625066,Henry Gutiérrez Angel,Henry Gutiérrez Angel,58908,2
1383605158583178,Chicho Avanzando Ando,Chicho Avanzando Ando,57771,1
123469995988185,Jhonatan Cano,Jhonatan Cano,57367,3
1535486953389914,Emerson Meneses Gonzalez,Emerson Meneses Gonzalez,56904,3
213627065326366,José Manuel González,José Manuel González,55205,2
664142747350164,Tatiana López Saldarriaga,Tatiana López Saldarriaga,54994,2
112646491856671,Cali Al Día,Cali Al Día,54082,5
110221042077755,,Andrés O. Holguín Barrera,53435,4
329221137568263,Ricardo León Camargo Ortiz,Ricardo León Camargo Ortiz,52378,2
101313295980188,Daniel F. Briceño,Daniel F. Briceño,51026,2
101325939208706,EDGAR RAMOS,EDGAR RAMOS,50818,1
499121313802137,Túnel Guillermo Gaviria Echeverri,Túnel Guillermo Gaviria Echeverri,50367,2
104894622452122,Daniel Gonzalez,Daniel Gonzalez,49879,1
314031985599742,GQ tu canal,GQ tu canal,49793,2
111392951598037,Farid Ospina,Farid Ospina,49215,7
185732238244544,Santiago Castro Gómez,Santiago Castro Gómez,49175,5
1400280116941194,Fabian Diaz,Fabian Diaz,47626,7
61298420594,Eugenio Prieto Soto,Eugenio Prieto Soto,47442,33
533238166689720,Instituto Técnico Imtel - Oficial,These ads ran without a disclaimer,47229,2
305443930185737,Juan Pérez,Juan Pérez,46374,11
100268983042230,Luis Fernando Ramírez,Luis Fernando Ramírez,46292,2
102106249390475,Andrés Alarcón - Firmeza,Andrés Alarcón - Firmeza,45797,3
108434315053127,Camilo Cuervo - Página,Camilo Cuervo - Página,45596,2
334701999906645,Horacio José Serpa,Horacio José Serpa,45474,6
2341225942579432,Edwin Marin,Edwin Marin,45254,2
541385419359306,Pipe Becerra,Pipe Becerra,42235,4
370267297019304,Marco Hincapié,Marco Hincapié,41744,2
1622001728047397,Harman Alcalde,Harman Alcalde,41523,9
1147318942107929,Todos Somos Una,DEBRAIN LLC,41362,4
101739272977988,Guisell Bonilla,Bonilla hermanos inmobiliaria,40637,1
1755642584683879,Camilo Valencia Por Cajamarca,Space Marketing Sas,40635,1
100319211712051,Walter Salas,Walter Salas,40600,5
103727635426939,Alexandra Vásquez Ochoa,Alexandra Vásquez Ochoa,40581,1
110538191812563,Angel David Caro Moran,Angel David Caro Moran,40245,8
386349142143727,Pacho Causa Quindío,Pacho Causa Quindío,39948,1
561405520861390,Yule Anzueta Diputado del Putumayo,Yule Anzueta Diputado del Putumayo,39809,1
818873838495671,Juliana Sepúlveda,Juliana Sepúlveda,39399,2
102392581121284,Edinson Martinez Alcalde 2024-2027,Edinson Martinez Alcalde 2024-2027,39269,1
204727076205320,Ritter López,Ritter López,38958,1
2369166386675873,Alcalde Mauricio Rendón,Mauricio Rendón,38895,7
