Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,1336
Bicol Region,4741
Cagayan Valley,3669
Calabarzon,21720
Caraga,2290
Central Luzon,14464
Central Visayas,9427
Cordillera Administrative Region,1613
Davao Region,4307
Eastern Visayas,4610
Ilocos Region,5364
Metro Manila,24423
Mimaropa,3784
Northern Mindanao,5875
Soccsksargen,4063
Unknown,≤100
Western Visayas,8054
Zamboanga Peninsula,5004
