Location name,Amount spent (CLP)
Antofagasta Region,247981
Araucanía Region,476618
Arica y Parinacota Region,365241
Atacama Region,162086
Aysén Region,80123
Bío Bío Region,833301
Coquimbo Region,584226
Los Lagos Region,863806
Los Ríos Region,297402
Magallanes y la Antártica Chilena Region,210173
Maule Region,504768
O'Higgins Region,761777
Santiago Metropolitan Region,4404715
Tarapacá Region,154420
Unknown,163
Valparaíso Region,2282089
