Page ID,Page name,Disclaimer,Amount spent (TWD),Number of ads in Library
238507146264909,國際特赦組織 台灣分會 Amnesty International Taiwan,國際特赦組織 台灣分會 Amnesty International Taiwan,17098,137
693907914395620,良杯製所 Oolab,良杯製所 Oolab,14983,9
101046209392101,新事貸-新鑫特優經銷商,新事貸-新鑫特優經銷商,14834,1
148475335184300,Greenpeace 綠色和平 (台灣網站),Greenpeace 綠色和平 (台灣網站),9676,54
467933563234921,南門書局-網路圖書名店、也有實體店面，誠信可靠！,玉河 孫,9336,7
105556085524776,Twpca-台灣野良犬照護協會,Twpca-台灣野良犬照護協會,8749,2
106801464127093,目目非營利 MUVE NPO,目目非營利,7334,14
113021403762187,法律協會-債務協商 更生 清算 -全台服務,傢宇 吳,6400,2
201785650801,亞洲大學(Asia University Taiwan),亞洲大學,5695,17
177161918975981,基督教芥菜種會,基督教芥菜種會,5676,33
211730475524462,大陸委員會,大陸委員會,3581,6
105864701769057,瑞馳智庫學院,瑞馳智庫股份有限公司,3532,3
158025223269,今周刊,今周刊,3305,1
132727540081371,立法委員賴惠員,立法委員賴惠員,2940,3
1537741526464370,桃園市議長邱奕勝,奕勝 邱,2786,3
1436850183290438,One-Forty,One-Forty,2726,7
109803990352026,南島魯瑪社 LUMA Association,貝殼放大,2471,8
1921016244677218,國際橋牌社 Island Nation,國際橋牌社 Island Nation,2377,2
241284961029,udn.com 聯合新聞網,udn.com 聯合新聞網,2348,1
109462390640602,企業勞動法務管理顧問-勞動契約、勞資爭議、勞務健檢、教育訓練、法律事務、法律風險控管,芸廷 林,2198,50
1649523455281990,遠山呼喚,遠山呼喚,2135,3
104381935820077,南方，寂寞鐵道 On The Train,貝殼放大股份有限公司,2069,4
246324992373019,傅崐萁,Evonne Hu,1966,3
189061482332,張嘉郡,嘉郡張,1758,4
104624290080479,張育美,翊斌黃,1618,5
171759036215066,創世紀不動產教育訓練中心,Micky  Wu,1275,21
224048024739982,段樹文,段樹文,1115,1
235679595900,民視新聞,民視新聞,1071,7
436843193180529,Unipapa,Unipapa,1029,11
390569611008641,願景工程基金會 Vision Project,願景工程基金會,1002,30
915235141981103,高雄市議員 鄭安秝,鄭安秝,1000,1
102633352493748,微光134移動救偏鄉,微光134移動救偏鄉,997,8
1629474157289221,小牛頓,小牛頓科學教育有限公司,980,6
820612794778213,渣打銀行 Taiwan,渣打國際商業銀行,970,4
850754301947812,鏡新聞,鏡新聞,965,2
188358792124,聯經出版,聯經出版,949,6
131410820262008,宏其婦幼醫院,宏其婦幼醫院,877,5
1920645851573536,未來城市FutureCity,天下雜誌,845,5
347432368933987,LINE TODAY Taiwan,LINE TODAY Taiwan,783,2
106118168971467,債務人權益協會 扣薪 協商 更生 清算,傢宇 吳,782,1
1487218698275407,南門書局二店-網路特價書店-也有實體店面，價格親民，誠信可靠的老店。（師友文化）,玉河 孫,763,1
1847777185521418,放言 Fount Media,放言科技傳媒股份有限公司,753,11
219315794887869,聯合報,聯合報股份有限公司,740,9
218662974825481,王惠美,王惠美,708,1
170671044596,天主教善牧基金會,天主教善牧基金會,689,12
100216765069813,唐平榮 執行長的人生甘味廚房,平榮 唐,655,1
359293781476624,看護達人 華鎰仲介,看護達人 華鎰仲介,653,9
100714476220256,永續金融先行者聯盟,永續金融先行者聯盟,625,8
101297205721630,邱繼泰,邱繼泰,614,4
1649151078446134,卓冠廷,冠廷卓,608,15
1751961571765479,CSR在天下,偉倫 高,575,2
201107280815936,潔淨學-不咬手潔淨體貼,永勝 許,556,6
820612794778213,渣打銀行 Taiwan,These ads ran without a disclaimer,497,4
748193915263885,羅廷瑋,大銘阮,492,16
449156429152075,永安國際理財中心,黃詩凭,481,1
103916742589806,你聽我說哦,你聽我說哦,481,1
104959119850676,轉角國際 udn Global,轉角國際 udn Global,479,1
138654461200,康健雜誌,康健雜誌,477,3
108696572024879,民視嘎哩供,民視新聞,471,4
1962708127351225,國際房產部落客 SuperJullian,Che Hui Chu,445,1
383894332404945,陳慶齡 新竹市議員,晧瑀 吳,440,2
109243777232364,ReTissue 在乎衛生紙,PackAge+,436,4
154631861234059,吳秉叡,吳秉叡,435,2
185265471538397,余宛如,余宛如,426,1
796994720374176,鳴人堂,鳴人堂,409,2
997683843637673,蔡培慧 慧做事真實在,蔡培慧 慧做事真實在,401,3
105692292105892,黃士修,Shih-Hsiu Huang,391,2
155906881874882,涂權吉市議員,權吉涂,376,2
100269158455411,Wh偉鴻金融貸款中心,傢宇 吳,375,1
2142074882525226,張智倫,張智倫,357,1
496684637111616,陳偉杰 Chen Wei-chieh,偉傑 陳,354,3
112470557933487,Thaikii 泰國房地產攻略網,Che Hui Chu,340,1
1587628301470657,林沛祥,沛祥林,327,3
420900021820330,何欣純,欣純 何,320,1
468821970567384,吳進昌 觀音區市民代言人,進昌 吳,303,3
114692704865190,永安資產管理,冠中王,301,1
127628276929,天下雜誌,天下雜誌,285,6
226660410787355,民視體育新聞,民視新聞,285,3
103141681121150,城市學,遠見雜誌,285,1
679518422104905,民視全球新聞,民視新聞,284,4
104805437969925,JERA 台灣捷熱能源,"JERA Energy Taiwan Co., Ltd.",282,1
101718182459153,天秤座戰士,Companionship Digital,276,3
239512030682497,第一手星聞,民視新聞,276,3
195094157238158,好立委 楊瓊瓔,宛儀林,273,3
112571907179969,玩霸教育,思揚 蘇,253,1
111076321546937,高雄市大高雄不動產開發商業同業公會,高雄市大高雄不動產開發商業同業公會,253,1
107162861090654,法律協會-前置協商  更生 清算  免費諮詢,Yaya Lin,241,1
191690867518507,江啟臣,江啟臣,224,1
170204339772989,金豐企業管理顧問股份有限公司、金豐企業大學,金豐企業管理顧問股份有限公司,200,1
2199675410320212,台灣制憲基金會 TNC,台灣制憲基金會 TNC,191,1
125534862174582,法律萬狀通-書狀生成,法律萬狀通-書狀生成,155,2
101167718281657,徐勝凌,勝凌徐,154,2
162701220453187,新北市議員 陳永福,陳韋任,151,1
598218730636680,彰化邱建富,邱建富,148,2
652438848137404,連勝文,連勝文,147,1
112570843421623,社團法人台灣你不是一個人實踐協會,柏岑 葉,145,3
148513668543221,地球公民基金會,地球公民基金會,142,2
213646928757562,梁為超,市議員梁為超粉絲團,140,1
105931358099314,遠雄文教公益基金會,遠雄文教公益基金會,137,2
1466476516978500,花現彰化-彰化縣政府新聞處,佳欣 蔡,136,2
1234106229938484,台灣健康空氣行動聯盟,慧琳趙,133,1
583748405017728,江怡臻,怡臻江,128,2
237483602952352,黃適卓,適卓 黃,126,2
1036327563072355,E Ink 永續進行式,These ads ran without a disclaimer,116,1
920752461339263,上班不要看,上班不要看,113,4
109946254161907,Tommy 獨立理財顧問,詠程 許,108,1
139995871775,中國文化大學推廣教育部,These ads ran without a disclaimer,107,3
106319540949564,五顯大帝開基祖廟-彰化大村埤腳五通宮,博程游,106,1
276861822357066,高金素梅(吉娃斯．阿麗),智葟 陳,102,1
104013138750678,翁震州,震州 翁,≤100,1
1031665423565876,中華大學行政管理學系,筵儀張,≤100,1
368820985964,台灣伴侶權益推動聯盟,台灣伴侶權益推動聯盟,≤100,1
376261345868585,李文斌,楊喬淩,≤100,1
469562983072410,做事的議員 周勝考,做事的議員 周勝考,≤100,2
593374924100942,經濟民主連合,社團法人經濟民主連合,≤100,1
103032645529885,菱傳媒,菱傳媒,≤100,1
1645501069043806,科科性別,國立高雄師範大學,≤100,1
376687563131189,謝衣鳯,衣鳯謝,≤100,1
388034991650151,Volvo 商用車,These ads ran without a disclaimer,≤100,1
107561193936634,南投小鋼炮曾琮愷,歷軒郭,≤100,1
100872611804109,李有宜,有宜李,≤100,1
673035569401167,育田基金會 Mercyland,財團法人育田社會福利慈善基金會,≤100,2
114159468223784,張建焜-行動發光 照亮青商,林杰,≤100,5
186612874691719,鄭正鈐,正鈐 鄭,≤100,1
194832457212,天下文化,天下文化,≤100,1
119282744754924,台灣人權促進會 Taiwan Association for Human Rights,台灣人權促進會 Taiwan Association for Human Rights,≤100,1
102289559026396,臺灣智庫智策顧問公司-附設教育訓練中心,謝承儫,≤100,1
1855418728011324,鏡週刊,鏡週刊,≤100,1
103921062032627,苗栗縣非都市土地再生能源發電案場巡監綠電巡守隊,振宏林,≤100,1
829253007099726,張肇良會做事,肇良 張,≤100,1
100919304770294,開根好 SquareGood,妍孜 陳,≤100,2
289158417927469,大衛綠色科技，大衛太陽能,These ads ran without a disclaimer,≤100,1
1635821716681477,WildAid Taiwan 野生救援,These ads ran without a disclaimer,≤100,1
105742975534267,吳明宜,吳明宜,≤100,2
108641068567544,豐田村長 陳𠦄于,豐田村長 陳𠦄于,≤100,1
294625894324536,詠少年 市民代表 張詠勝,詠少年 市民代表 張詠勝,≤100,1
101576862144790,工程師看政治,玄超 黃,≤100,1
441685342920785,張廖乃綸,張廖乃綸,≤100,1
359412951284086,啟景國際 KGC - 移民·護照·留學·置產,啟景國際 KGC - 移民·護照·留學·置產,≤100,1
327941870899267,元智大學 i Life,These ads ran without a disclaimer,≤100,2
1765791806973716,徐榛蔚,徐榛蔚,≤100,1
158495994283,數位時代,These ads ran without a disclaimer,≤100,2
110858134884421,楊仲傑 潭陽里里長,仲傑楊,≤100,1
446633495489764,毛起來 MAOUP,These ads ran without a disclaimer,≤100,2
101640039343520,ma.xine_studio,These ads ran without a disclaimer,≤100,1
521176024619313,花輪哥,傑齊 黃,≤100,6
108051751572590,imahkang1999,These ads ran without a disclaimer,≤100,1
1553668178254881,淨毒五郎 Chef Clean,志強靳,≤100,1
183543941738655,新北市萬金石馬拉松,These ads ran without a disclaimer,≤100,1
103159872457215,RWE 萊茵能源,These ads ran without a disclaimer,≤100,1
101812532622958,日本Jmaaメディカル居家保健芳療協會,日本Jmaaメディカル居家保健芳療協會,≤100,1
104478515128771,自忠學堂,Kaiwun Lin,≤100,3
1972784759614152,國有財產e點靈,國有財產e點靈,≤100,1
112836128299597,𝕿𝖍𝖊𝖚𝖘,These ads ran without a disclaimer,≤100,1
140010018214626,Moneymade Lifestyle,These ads ran without a disclaimer,≤100,1
34098016109,Stryker Careers,These ads ran without a disclaimer,≤100,1
208338536239798,This Is Beijing,These ads ran without a disclaimer,≤100,2
479285342097950,AeroTime News,These ads ran without a disclaimer,≤100,1
390569611008641,願景工程基金會 Vision Project,These ads ran without a disclaimer,≤100,7
33308238802,Asian Institute of Management,These ads ran without a disclaimer,≤100,1
316496640057,7iber,These ads ran without a disclaimer,≤100,1
1610174722594689,鍾易仲  高雄市議員,鍾易仲,≤100,2
103659765532260,華夏focus,These ads ran without a disclaimer,≤100,1
151405678864363,全民Party,These ads ran without a disclaimer,≤100,1
799450623410556,ホテルグレイスリー／Hotel Gracery,These ads ran without a disclaimer,≤100,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
112163728435751,Explorez le Xinjiang,These ads ran without a disclaimer,≤100,1
343347583411734,歡樂大東家,These ads ran without a disclaimer,≤100,2
198398326957053,Shree Krishnayan Desi Gauraksha Avam Golokdham Sewa Samiti,These ads ran without a disclaimer,≤100,1
