Location name,Amount spent (NOK)
Akershus,3620
Aust-Agder,501
Buskerud,1221
Finnmark,458
Hedmark,767
Hordaland,3318
Møre og Romsdal,1135
Nord-Trøndelag,546
Nordland,1146
Oppland,774
Oslo,7947
Rogaland,2239
Sogn og Fjordane,416
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,1714
Telemark,1049
Troms,1020
Unknown,≤100
Vest-Agder,1060
Vestfold,1576
Østfold,1634
