Page ID,Page name,Disclaimer,Amount spent (PHP),Number of ads in Library
100350202335117,Benhur Abalos,Supporters and Friends of Benhur Abalos,14715,24
952018388329788,Kathryna Yu-Pimentel,Kathryna Yu-Pimentel,8682,2
104123408073601,"Nikki Prieto-Teodoro, Philippine Special Envoy to Unicef",Maria Lourdes Acosta Gammad,4102,3
555503991321280,Geraldine Roman,Sulong Pilipinas,4042,2
547821942058909,Pilipinas Today Radyo,WFPH,3339,31
1759941490758280,Jerry Treñas,Ma. Ruthmar Ignacio Gabileo,2553,33
197727873578501,Senator Migz Zubiri,Senator Migz Zubiri,2546,1
100367838013436,Ka Fuerte Medical Assistance Program,Ericka Jones Magat,2195,1
494887807297979,Cocolife,Cocolife,2189,1
112952897079549,Energy Development Corporation,Energy Development Corporation,2138,3
101520066053972,RepublicAsia,"RepublicAsia Media, Inc.",2114,5
386570178125149,Senator Win Gatchalian,Senator Win Gatchalian,1714,2
100170811672425,Kyusi,WFPH,1606,16
324393636342,Ernix Dionisio,Ernesto Mijares Dionisio Jr.,1469,1
1462101314018879,Congressman Arnie A.Teves,Teves Cares,1459,2
154386154617,WWF-Philippines,WWF-Philippines,1386,2
111324628476603,REact PH: Choose Renewables,REact PH: Choose Renewables,1345,5
186667502068528,Larry De Costa,WFPH,1338,13
495629064258114,Lolita Karen Javier,Amor U. Nacional,1325,2
100100005165556,ALERTayo 2022,"IDEALS, Inc.",1297,8
257830240980106,Ronnie Dadivas,Roxas City United,1111,6
113192036820162,Prof. Soc Anthony del Rosario,We Care Incorporated,1066,2
351879361521039,Cong. Nonoy Libanan,Cong. Nonoy Libanan,1003,1
269175894020945,Radyo Pilipinas Today,WFPH,974,4
113238417024056,Anna Mae Yu Lamentillo,Anna Mae Yu Lamentillo,974,6
105619205369684,Congresswoman Ching Bernos,Gene Lloyd Villarta Torres,926,3
107092931016452,Negosyante News,Negosyante News,923,10
223618785182273,Pilipinas,WFPH,888,4
126919387470670,Rufus B. Rodriguez,Rufus Bautista Rodriguez,802,6
389832831155174,Joke Joke Joke,Kristine Reyes Sablan,773,2
245779419247809,Metro Manila Blog,WFPH,771,2
1512452085732585,Stratbase ADR Institute,Stratbase ADR Institute,751,2
275175112891680,Bureau of Customs - Port of Davao,Bureau of Customs - Port of Davao,743,4
145265112840190,Kasama Ka Sa Pag-Unlad,Polsure,728,3
110985836193,Loren Legarda,Clutch Media,695,1
1871757276390999,Cong. Mannix Dalipe - Page,Manuel Jose M. Dalipe,614,2
1922749344643532,The World Tonight,The World Tonight,601,2
197171390303624,Arlene B. Arcillas,Sharon Bawan De Dios,593,2
104955062184489,BBM Movement,UEEI Consorcia Inc,577,1
374004705980904,Philippine Business for Education,Philippine Business for Education,570,3
529901257160994,Paz Radaza,Klin Mar Mejo,560,1
118263363420286,Ilocos Trends,WFPH,559,1
1329675533726600,Pilipinas Today QC,WFPH,550,2
470742197006546,The Big News,WFPH,545,2
229162103880856,Wanna Fact PH,WFPH,544,2
279292210553771,Protect the Verde Island Passage,"Center for Energy, Ecology, and Development",531,1
404729389612751,"Teodorico ""Nonong"" T Haresco, Jr",BIHA-MPC : People of Aklan,500,5
109535090749815,The Manila Journal,The Manila Journal,480,5
1157352114426091,Support Lokal,WFPH,448,1
100305568984268,EdukNaman,Philippine Business for Education,436,2
176725369945441,Pilipinas Today Files,The World Tonight,421,2
1834423440210624,"Bantay Konsyumer, Kalsada, Kuryente","Bantay Konsyumer, Kalsada, Kuryente",409,1
1030706640379655,Pilipinas: Coal Free by 2030,Coal Free Philippines,406,2
121096004646927,"Pablo John ""PJ"" Garcia",Friends of PJ Garcia,401,1
102070751171612,Tuloy Ang Aksyon Konsehala RL Leachon,Ronalee Escondo Leachon,390,3
476794459408941,Pinas Forward PH,Pinas Forward PH,386,2
325780477966356,Geo 24/7,Energy Development Corporation,382,3
307380403398913,Magsasaka Partylist,Magsasaka Partylist,373,1
1856611721228196,BH Bernadette Herrera,Bagong Henerasyon Partylist,370,1
106352075165169,e-Boto,e-Boto,366,2
147975588597216,Stratbase,Stratbase,364,1
914556591894195,CitizenWatch Philippines,CitizenWatch Philippines,364,1
705660422953865,About Metro Pacific,WFPH,355,4
2101088876594734,MBS- Senior Deputy Speaker DOY Leachon,Ronalee Escondo Leachon,354,1
320130741416822,Special Olympics Pilipinas,Special Olympics Pilipinas,349,9
103234338747358,MJournal,MJournal,349,1
