Location name,Amount spent (CAD)
Alberta,6511
British Columbia,9722
Manitoba,2287
New Brunswick,879
Newfoundland and Labrador,764
Northwest Territories,209
Nova Scotia,1876
Nunavut,≤100
Ontario,31434
Prince Edward Island,184
Quebec,10762
Saskatchewan,1251
Unknown,≤100
Yukon,140
