Page ID,Page name,Disclaimer,Amount spent (TWD),Number of ads in Library
238507146264909,國際特赦組織 台灣分會 Amnesty International Taiwan,國際特赦組織 台灣分會 Amnesty International Taiwan,38126,178
148475335184300,Greenpeace 綠色和平 (台灣網站),Greenpeace 綠色和平 (台灣網站),30222,37
105556085524776,Twpca-台灣野良犬照護協會,Twpca-台灣野良犬照護協會,20656,3
693907914395620,良杯製所 Oolab,良杯製所 Oolab,16865,10
102201011632161,Daniyalvw,These ads ran without a disclaimer,9323,2
327986657268286,高雄市議員李雅靜,廣諺 鄒,8867,4
113021403762187,法律協會-債務協商 更生 清算 -全台服務,傢宇 吳,6898,1
106801464127093,目目非營利 MUVE NPO,目目非營利,4863,12
401843085061,台電電力粉絲團,台電,4857,2
241284961029,udn.com 聯合新聞網,udn.com 聯合新聞網,4809,7
108724693956891,Niazi Estate Agency Baldia Town,These ads ran without a disclaimer,4797,4
343251481955,靖娟兒童安全文教基金會-守護寶貝每一天,靖娟兒童安全文教基金會-守護寶貝每一天,4230,6
211730475524462,大陸委員會,大陸委員會,4158,7
467933563234921,南門書局-網路圖書名店、也有實體店面，誠信可靠！,玉河 孫,4083,12
177161918975981,基督教芥菜種會,基督教芥菜種會,3912,20
1649523455281990,遠山呼喚,遠山呼喚國際貧童教育組織,3885,2
246517878713911,劉家昌,勇勳沈,3829,1
286487218798,遠見雜誌,遠見雜誌,3560,3
219315794887869,聯合報,聯合報股份有限公司,3470,36
217517810298674,地方政治觀察家,皮爾森數據,3438,4
291116504367985,張秀華粉絲團,張秀華粉絲團,3097,7
547200098628531,游輝宂,游辉宂,3033,1
1610174722594689,鍾易仲  高雄市議員,鍾易仲,2595,15
235679595900,民視新聞,民視新聞,2543,12
109462390640602,企業勞動法務管理顧問-勞動契約、勞資爭議、勞務健檢、教育訓練、法律事務、法律風險控管,芸廷 林,2482,57
101896272489490,調查員皮爾森,皮爾森數據Pearson Data,2477,8
465616346853075,RE-THINK 重新思考,RE-THINK 重新思考,1808,23
152479095435700,茶樹莊園 Tea Tree Garden,花仙子 Farcent,1785,2
108696572024879,民視佮你講（Bîn-sī kah lí kóng）,民視新聞,1733,6
107967864993250,SOGA STOP！,財團法人隆中向上教育基金會,1726,2
122825514432837,黃健豪-北屯漸好,健豪 黃,1667,1
390569611008641,願景工程基金會 Vision Project,願景工程基金會,1592,50
103885472386681,台優精選,These ads ran without a disclaimer,1507,1
327941870899267,元智大學 i Life,元智大學 i Life,1496,2
211271956064121,"外交部 Ministry of Foreign Affairs, ROC（Taiwan）",Pei Fang Hsieh,1482,3
1537741526464370,桃園市議長邱奕勝,奕勝 邱,1480,4
650500068416528,無國界醫生 / Médecins Sans Frontières (MSF),無國界醫生 / Médecins Sans Frontières (MSF),1462,6
100714476220256,永續金融先行者聯盟,永續金融先行者聯盟,1417,27
1847777185521418,放言 Fount Media,放言科技傳媒股份有限公司,1412,15
191690867518507,江啟臣,江啟臣,1409,4
224048024739982,段樹文,段樹文,1320,3
158025223269,今周刊,今周刊,1309,3
246324992373019,傅崐萁,Evonne Hu,1295,2
1855418728011324,鏡週刊,鏡週刊,1260,8
115469883546400,風睿能源 Synera Renewable Energy,風睿能源,1237,3
105692292105892,黃士修,Shih-Hsiu Huang,1229,3
1487218698275407,南門書局二店-網路特價書店-也有實體店面，價格親民，誠信可靠的老店。（師友文化）,玉河 孫,1210,5
277223962685223,Nespresso.TWN,Nespresso.TWN,1199,6
306276709452272,文化部,文化部,1187,6
335544036485779,經濟部,經濟部,1144,1
104624290080479,張育美,翊斌黃,1061,4
