Location name,Amount spent (TWD)
Changhua,9502
Chiayi,2057
Hsinchu,4924
Hsinchu City,7367
Hualien,3556
Kaohsiung,36540
Keelung City,3850
Kinmen,547
Lienchiang,≤100
Miaoli,5118
Nantou,3595
New Taipei City,49203
Penghu,767
Pingtung,6709
Taichung,37143
Tainan,19400
Taipei,35550
Taitung,2228
Taoyuan City,29636
Unknown,6992
Yilan,3456
Yunlin,5155
