Location name,Amount spent (TWD)
Changhua,6656
Chiayi,1428
Hsinchu,3387
Hsinchu City,6827
Hualien,2547
Kaohsiung,23149
Keelung City,2827
Kinmen,483
Lienchiang,≤100
Miaoli,3378
Nantou,2460
New Taipei City,35887
Penghu,505
Pingtung,4553
Taichung,25261
Tainan,13802
Taipei,31140
Taitung,1450
Taoyuan City,22772
Unknown,2688
Yilan,2391
Yunlin,3908
