Page ID,Page name,Disclaimer,Amount spent (JMD),Number of ads in Library
106620807391911,Roche,These ads ran without a disclaimer,341,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
100846489215390,Cactus Cat,These ads ran without a disclaimer,≤100,2
