Location name,Amount spent (PKR)
Azad Kashmir,694
Balochistan,1142
Federally Administered Tribal Areas,272
Gilgit-Baltistan,437
Islamabad Capital Territory,1635
Khyber Pakhtunkhwa,6602
Punjab,47460
Sindh,11691
Unknown,≤100
