Location name,Amount spent (EUR)
Aruba,≤100
"Bonaire, Sint Eustatius and Saba",≤100
Curaçao,≤100
Drenthe,5025
Flevoland,3472
Friesland,5060
Gelderland,12807
Groningen,5255
Limburg,11035
Noord-Holland,21096
North Brabant,19056
Overijssel,8938
Sint Maarten,≤100
Unknown,≤100
Utrecht,9205
Zeeland,2923
Zuid-Holland,30914
