Location name,Amount spent (CZK)
Central Bohemian Region,18025
Hradec Králové Region,8145
Karlovy Vary Region,4360
Liberec Region,6585
Moravian-Silesian Region,15606
Olomouc Region,9252
Pardubice Region,7108
Plzeň Region,8930
Prague,35789
South Bohemian Region,8501
South Moravian Region,19278
Unknown,≤100
Vysočina Region,6877
Zlín Region,7197
Ústí nad Labem Region,12036
