Page ID,Page name,Disclaimer,Amount spent (GBP),Number of ads in Library
102639461303190,Fair Pay For All,Fair Pay For All,5209,151
353224381469808,ifaw,IFAW,4878,54
7715002593,UNICEF UK,Unicef UK,4846,38
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),3378,35
9250349228,Greenpeace UK,Greenpeace UK,3217,39
345463602161853,bp,bp,2777,1
13047522725,Crimestoppers,Crimestoppers,2639,31
311627208673,WWF UK,WWF UK,2504,56
45986010500,Barnardo's,Barnardo's,1691,28
799576543492660,The Week Junior,The Week Junior,1483,35
10677003998,Shelter,Shelter,1417,318
360322167647280,"Mayor of London, Sadiq Khan",The Greater London Authority,1276,16
7043497714,Christian Aid,Christian Aid,1260,34
35671512696,World Animal Protection UK,World Animal Protection UK,1052,57
33268280976,Disasters Emergency Committee (DEC),Disasters Emergency Committee (DEC),1020,40
186622728032,RSPB,RSPB,976,32
121936349543,World Vision UK,World Vision UK,915,57
101958682650112,ESG UK,Energy Saving Grants,872,96
569834799727730,National Grid UK,National Grid UK,865,44
403187191250,Soccer Aid,UNICEF UK,843,69
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,822,26
117476785190,Save the Children UK,Save the Children UK,820,32
34044296391,Surfers Against Sewage,Surfers Against Sewage,773,119
10114144851,NSPCC,NSPCC,757,6
177855115588808,The Week UK,The Week UK,721,36
167898406587045,Holiday Extras,Holiday Extras,679,4
1660600037490738,Guardian Labs,Guardian Labs,645,16
339810463063059,Conflict Of Nations : World War 3,These ads ran without a disclaimer,624,2
139695000173,Good Energy UK,Good Energy,582,140
220513170893,Ripple Effect,Send a Cow,511,6
123027101047606,Pancreatic Cancer UK,Pancreatic Cancer UK,481,16
7527864602,WaterAid UK,WaterAid UK,467,39
59367068326,The Ramblers,The Ramblers,432,28
106205865302441,Just Stop Oil,Just Stop Oil,418,6
127031794038958,Blue Marine Foundation,Blue Marine Foundation,412,48
112712550420527,Ekō UK,Ekō,410,2
220543443746,International Rescue Committee - UK,International Rescue Committee UK,398,22
490007667679401,Hugh James,Hugh James,381,5
693990677314288,Royal London,Royal London,374,3
175338329150218,Help For Heroes,Help for Heroes,365,5
18168505158,The Woodland Trust,Woodland Trust,353,5
104677264773039,We Eat Balanced,Agriculture and Horticulture Development Board,347,11
1382543595173440,Humane Society International - UK,Humane Society International - UK,336,3
195754307110390,Right To Life UK,Right To Life UK,331,24
47612991154,Dignity in Dying,Dignity in Dying,324,39
102663112514642,Greater Manchester Violence Reduction Unit,Greater Manchester Combined Authority,315,2
26698813123,British Red Cross,British Red Cross,312,20
25749647410,The Labour Party,The Labour Party,311,392
55984857501,Open Doors UK & Ireland,Open Doors with Brother Andrew,307,6
40952091012,Asthma + Lung UK,Asthma + Lung UK,307,13
134668059889798,Mercy Mission World,Mercy Mission World,306,12
246872175166,Action Against Hunger UK,Action Against Hunger UK,305,102
158077247591710,Refuge,Refuge,300,27
274651352565844,Oltco Ltd,Oltco Ltd,294,131
7624294394,Amnesty International UK,Amnesty International UK,284,27
212038972186253,Transport for London,Transport for London,246,4
1046117708754519,Care4Calais,Care4Calais,245,44
169042736456594,All Out,All Out,240,31
18933990398,Stonewall,Stonewall UK,228,64
47496679743,The Climate Coalition,The Climate Coalition,227,31
6406164817,Viva!,Viva! Vegan Charity,221,40
227427673437,Tree Aid,Tree Aid,210,17
317158175535179,BitLife,These ads ran without a disclaimer,198,4
112845639376,Refugee Action,Refugee Action,197,85
23958741368,Southbank Centre,Southbank Centre,194,23
290498754454402,European Movement UK,European Movement UK,187,5
37981137361,The Children's Society,The Children's Society,181,16
97955320269,MAG (Mines Advisory Group),MAG (Mines Advisory Group),180,16
1863944713844924,Best For Britain,Best for Britain,177,20
111659155059527,Is This OK? - Greater Manchester Gender-Based Violence Campaign,Greater Manchester Combined Authority,176,5
131891836851920,MAF UK,Mission Aviation Fellowship UK,172,17
21038623537,Wellcome Collection,Wellcome Collection,169,23
208189704820,Ellen MacArthur Foundation,Ellen MacArthur Foundation,168,40
105298484651843,SME Climate Hub,SME Climate Hub,168,30
108951391565231,Help to Heat,Help to Heat,167,9
110538548040758,Care2 UK,John Ayling & Associates,163,12
346684596111093,KinKind,KinKind Ltd,153,11
198081311536,"Natural History Museum, London","Natural History Museum, London",151,11
2352224541726783,Cancard,Cancard,146,1
40409120801,Refugee Council,Refugee Council,142,4
135456716565905,Guardian Jobs,Guardian Jobs,138,15
101558386889,Shelter Scotland,Shelter Scotland,138,20
107485499287,Reprieve,Reprieve,135,20
10986039307,VSO,VSO,128,30
208573062515662,Freedom from Torture,Freedom from Torture,124,38
319465674441,Game & Wildlife Conservation Trust (GWCT),Game & Wildlife Conservation Trust (GWCT),123,1
111339325988454,The Coders Guild,The Coders Guild,119,12
32514078659,Liberty,Liberty,117,16
249209468838241,Good Law Project,Good Law Project,117,65
100553032399423,The Fund for Global Human Rights UK,The Fund for Global Human Rights,117,12
89151782746,Fauna & Flora,Fauna & Flora International,116,104
204263752950012,Severn Trent,These ads ran without a disclaimer,113,2
101417935420997,Future Ready Fuel,OFTEC,110,5
46852258376,Anti-Slavery International,Anti-Slavery International,103,37
137660096284927,Child Poverty Action Group (UK) - CPAG,Child Poverty Action Group,102,26
134271016653249,World Jewish Relief,World Jewish Relief,101,2
1738524969810037,Mission India UK,Mission India UK,≤100,2
388650307829032,Rachel Reeves,Rachel Reeves,≤100,10
