Page ID,Page name,Disclaimer,Amount spent (HTG),Number of ads in Library
101023909605973,IIMoadi,These ads ran without a disclaimer,1069,3
681614015247190,Caribbean National Weekly,These ads ran without a disclaimer,101,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,≤100,2
438651852841000,COLEAD.link,These ads ran without a disclaimer,≤100,1
100374392742057,Weregreenly- Magazine,These ads ran without a disclaimer,≤100,1
47815171686,Banyan Tree Hotels & Resorts,These ads ran without a disclaimer,≤100,1
312898778847834,TERRAM PACIS,These ads ran without a disclaimer,≤100,1
343786409509707,The East Gate,These ads ran without a disclaimer,≤100,1
316496640057,7iber,These ads ran without a disclaimer,≤100,2
