Location name,Amount spent (USD)
Alabama,8474
Alaska,6847
American Samoa,≤100
Arizona,30909
Arkansas,6725
California,72896
Colorado,15228
Connecticut,7761
Delaware,1999
Florida,65499
Georgia,23495
Guam,≤100
Hawaii,2913
Idaho,9166
Illinois,29422
Indiana,16016
Iowa,9467
Kansas,7638
Kentucky,10898
Louisiana,10663
Maine,7430
Maryland,15827
Massachusetts,12059
Michigan,44008
Minnesota,17912
Mississippi,5821
Missouri,16891
Montana,5614
Nebraska,8833
Nevada,10196
New Hampshire,3791
New Jersey,19452
New Mexico,8492
New York,63404
North Carolina,27785
North Dakota,1511
Northern Mariana Islands,≤100
Ohio,29641
Oklahoma,8422
Oregon,10926
Pennsylvania,45091
Puerto Rico,≤100
Rhode Island,1800
South Carolina,9686
South Dakota,2185
Tennessee,21168
Texas,67282
Unknown,≤100
Utah,11941
Vermont,1510
Virgin Islands (U.S.),≤100
Virginia,20813
Washington,18346
"Washington, District of Columbia",9602
West Virginia,5547
Wisconsin,30383
Wyoming,1745
