Page ID,Page name,Disclaimer,Amount spent (PHP),Number of ads in Library
68793499001,UNICEF,UNICEF with Facebook Ad Credits,136245,8
100350202335117,Benhur Abalos,Supporters and Friends of Benhur Abalos,21422,19
1087859964611855,Philippine Competition Commission,Philippine Competition Commission,20069,40
550013548423077,ECPAT Philippines,ECPAT Philippines with Facebook Ad Credits,5898,2
167878593236712,UNICEF en español,UNICEF con créditos publicitarios de Facebook,5885,4
555503991321280,Geraldine Roman,Sulong Pilipinas,3986,2
156752721080952,Sonny Angara,Sonny Angara,3505,8
1566478310240623,Francis Tolentino,Francis Tolentino PH,3051,5
166178460072395,اليونيسف بالعربية - UNICEF in Arabic,اليونيسف باستخدام اعتمادات الإعلان على الفيسبوك,2928,4
100170811672425,Kyusi,WFPH,2878,24
157551009622,U.S. Embassy in the Philippines,U.S. Embassy in the Philippines,2616,2
386570178125149,Senator Win Gatchalian,Senator Win Gatchalian,2473,3
197727873578501,Senator Migz Zubiri,Senator Migz Zubiri,2420,1
547821942058909,Radyo Pilipinas Today,WFPH,2342,15
1759941490758280,Jerry Treñas,Ma. Ruthmar Ignacio Gabileo,2322,39
119405895873,Huawei,These ads ran without a disclaimer,2321,1
101382091400564,Atty. Tony Roman,Sulong Pilipinas,2280,2
1922749344643532,The World Tonight,The World Tonight,2192,23
495629064258114,Lolita Karen Javier,Amor U. Nacional,2142,3
113238417024056,Anna Mae Yu Lamentillo,Anna Mae Yu Lamentillo,1610,8
100262295333622,USWAG Ilonggo Party-list,USWAG Ilonggo Party-list,1596,2
223618785182273,Pilipinas,WFPH,1587,12
324393636342,Ernix Dionisio,Ernesto Mijares Dionisio Jr.,1522,1
969917173120995,Susan Yap,Sulong Pilipinas,1419,1
351879361521039,Cong. Nonoy Libanan,Cong. Nonoy Libanan,1305,2
112952897079549,Energy Development Corporation,Energy Development Corporation,1147,5
163550757135020,News5,News5,1091,6
269175894020945,Radyo Pilipinas Today,WFPH,1017,6
101178932348592,Office of the Municipal Mayor - Atty. Philip A. Dacayo,Mae Madelaine Galamay Danao,1015,2
1127620167254162,Torre Lorenzo Development Corporation - TLDC,These ads ran without a disclaimer,976,1
229162103880856,Wanna Fact PH,WFPH,957,7
1840292579606063,Jam Jam Baronda,Jam Jam Baronda,786,5
186667502068528,Larry De Costa,WFPH,777,8
105969951219886,Sibika.ph,Philippine Business for Education,743,1
1329675533726600,Pilipinas Today QC,WFPH,720,3
237494442937195,Daily Guardian,Prometheus,691,1
121096004646927,"Pablo John ""PJ"" Garcia",Friends of PJ Garcia,648,3
705660422953865,About Metro Pacific,WFPH,574,5
1030706640379655,Pilipinas: Coal Free by 2030,Coal Free Philippines,566,2
1452648134951782,Local Government Unit of Solano,Mae Madelaine Galamay Danao,556,3
104955062184489,BBM Movement,UEEI Consorcia Inc,543,1
1512452085732585,Stratbase ADR Institute,Stratbase ADR Institute,539,2
104988244674974,Mobility Awards,The Climate Reality Project Philippines,522,8
470742197006546,The Big News,Gino Asos Samuel,517,1
404729389612751,"Teodorico ""Nonong"" T Haresco, Jr",BIHA-MPC : People of Aklan,512,7
2147575852160385,Congresswoman Ann Matibag,Congresswoman Ann Matibag,500,1
110564540391685,Philip Cruz,Philip Theodore Evangelista Cruz,497,1
529901257160994,Paz Radaza,Klin Mar Mejo,492,1
126919387470670,Rufus B. Rodriguez,Rufus Bautista Rodriguez,490,4
265779500134955,SM Supermalls,SM Supermalls,469,3
128610328692158,Pasya PH,Women's Global Network for Reproductive Rights,465,1
106352075165169,e-Boto,e-Boto,457,6
325780477966356,Geo 24/7,Energy Development Corporation,444,3
2101088876594734,MBS- Senior Deputy Speaker DOY Leachon,Ronalee Escondo Leachon,436,1
774149009339209,The Climate Reality Project Philippines,The Climate Reality Project Philippines,426,7
100305568984268,EdukNaman,Philippine Business for Education,416,4
105728894975533,Lalawigan ng Laguna,WFPH,411,1
118263363420286,Ilocos Trends,WFPH,403,1
100461849486706,Fred Pascual,Department of Trade and Industry,396,1
914556591894195,CitizenWatch Philippines,CitizenWatch Philippines,380,1
147975588597216,Stratbase,Stratbase,379,1
1834423440210624,"Bantay Konsyumer, Kalsada, Kuryente","Bantay Konsyumer, Kalsada, Kuryente",375,1
281577640361331,"Bokal JPB - John Patrick Bautista, ang OPPA na BM 3rd District of Rizal","Bokal JPB - John Patrick Bautista, ang OPPA na BM 3rd District of Rizal",356,1
108155078312735,Councilor Carlo Mendoza,Jan Carlo Castro Mendoza,353,1
100296952926515,Brightest MD,Aj Lawrence Oxina Araba,324,1
197171390303624,Arlene B. Arcillas,Sharon Bawan De Dios,323,2
106621860996841,IOptions Ventures Corp.,iOptions Ventures Corp.,321,1
200221643356497,Upsilon Sigma Phi,These ads ran without a disclaimer,310,1
104894502421974,PH Biz Forum,The Message Booster Enterprise,307,5
100985303377,Valenzuela City,Valenzuela City,297,1
320130741416822,Special Olympics Pilipinas,Special Olympics Pilipinas,297,6
27254475167,ABS-CBN News,These ads ran without a disclaimer,279,1
102096659031494,Cong. Arnan C. Panaligan - House of Representatives,Jayvee Timbas,279,3
109246084265823,Jay Manalo Ilagan,Chicklet Diaz,263,1
331150954999781,We Effect Philippines,We Effect Philippines,253,1
114857213210297,Ninong Dela Cruz,Batang Malabon'yan Movement,252,4
112131201686528,SUPER KAP,The Message Booster Enterprise,252,4
100100005165556,ALERTayo 2022,"IDEALS, Inc.",250,2
332536503771530,Vice Governor Karen Agapay,Edgar Habana Ruado,250,1
154386154617,WWF-Philippines,WWF-Philippines,241,1
249691921715548,Commission on Higher Education(CHED),Commission on Higher Education(CHED),221,1
107344477565011,Cong. Maria Fe Abunda,Chessa Sy Yutankin,217,1
102070751171612,Tuloy Ang Aksyon Konsehala RL Leachon,Ronalee Escondo Leachon,191,2
