Page ID,Page name,Disclaimer,Amount spent (CZK),Number of ads in Library
60516116431,Člověk v tísni,Člověk v tísni o.p.s.,20715,28
1956144064659620,BlueTV,Aliance pro budoucnost,4656,2
487445514669670,Petr Fiala,ODS - Občanská demokratická strana,3414,10
104768355190287,Sázíme Česko,PlanetWe Rewild s.r.o.,3399,8
969004136471168,Schlieger.cz,These ads ran without a disclaimer,3246,1
149945438407451,Svoboda zvířat,"Svoboda zvířat Plzeň, z.s.",3127,6
210778132327279,Prima,Prima,3079,5
179497582061065,Tomio Okamura - SPD,Svoboda a přímá demokracie - SPD,2859,12
34825122262,Časopis Reflex,CZECH NEWS CENTER a. s.,2461,18
370583064327,Starostové a nezávislí • STAN,Starostové a nezávislí • STAN,2364,5
127355564021146,Knihkupectví Luxor,"Euromedia Group, a.s.",2092,6
251656685576,KDU-ČSL,KDU-ČSL,1856,18
137301989386,Aktuálně.cz,Aktuálně.cz,1801,6
1469427909957890,Reportér magazín,Reportér magazín,1629,4
58887737763,Hnutí DUHA - Přátelé Země Česká republika,Hnutí DUHA - Přátelé Země Česká republika,1488,10
206407509818,Blesk.cz,CZECH NEWS CENTER a. s.,1454,6
123858471641,iROZHLAS.cz,Český rozhlas,1375,4
137778619615350,Voyo.cz,TV Nova s. r. o.,1208,4
211685455639198,Ministerstvo práce a sociálních věcí,Ministerstvo práce a sociálních věcí,1055,4
356451014434612,Marian Jurečka,KDU-ČSL,1039,9
394570898000897,Kniha Revoluce - Jakub Trpiš,Jakub Trpis,836,21
106834174877753,Svět hospodářství,"SH media, spol. s r.o.",804,10
532098743479771,Heartnoize Promotion,Heartnoize Promotion s.r.o.,792,3
103430204491217,Robert Šlachta,PŘÍSAHA - občanské hnutí Roberta Šlachty,693,1
178362315106,European Parliament,European Parliament,692,9
693725074166331,Naše zdravotnictví,Naše zdravotnictví,686,5
43855944703,Svobodní,Svobodní,584,8
1757913860945739,ORLEN Unipetrol,ORLEN Unipetrol a.s.,583,1
424114981002397,Český rozhlas Plus,Český rozhlas,577,15
264983260329918,Rádio Universum,Kupředu do minulosti s.r.o.,553,3
133030253410089,Jan Šafařík - náměstek hejtmana,Jan Šafařík,494,2
155406703122,Arnika,Arnika,490,1
111210916534,Příběhy bezpráví,"Člověk v tísni, o.p.s.",487,6
90002267161,TOP 09,TOP 09,471,3
553405241527947,Kancelář architekta města Brna - KAM Brno,Kancelář architekta města Brna,464,4
220814337523,Kurzy.cz,"Kurzy.cz, spol. s r.o.",443,3
114723720265985,Pavel Staněk - poslanec,Pavel Staněk,426,1
154228456802,Divadlo v Řeznické,"Divadlo v Řeznické, o. p. s.",402,4
248770028560533,Integrační centrum Praha / Integration centre Prague,Integrační centrum Praha / Integration centre Prague,398,3
278897495559360,Kraj Vysočina,Kraj Vysočina,372,3
302134090396266,Zdeněk Hřib - primátor Prahy,Česká pirátská strana - Praha,345,1
109664387308142,Poradna pro obce,KVB advokátní kancelář s.r.o.,323,4
1824133914469306,Ženy.cz,CZECH NEWS CENTER a. s.,319,1
416190415243,Fakulta životního prostředí - ČZU v Praze,Fakulta životního prostředí,301,7
275042429350706,Tomáš Zdechovský,Tomáš Zdechovský,282,2
107563435940797,Skanska v ČR a SR,Skanska,278,4
413476830191,Prague Security Studies Institute,Prague Security Studies Institute,270,3
579215965436046,JSNS,"Člověk v tísni, o.p.s.",248,1
284944781875,EURACTIV.cz,EURACTIV.cz,246,9
100955509189359,Redakce NF Svědomí národa,Nadační fond Svědomí národa,239,1
129090553792481,Central Group,CENTRAL GROUP a.s.,235,1
113743658978459,Meltingpot,Meltingpot,220,1
130631260290858,Piráti Středočeský kraj,Česká pirátská strana,206,1
124152241443,Čmelák - Společnost Přátel Přírody,Čmelák - Společnost přátel přírody,200,7
113339861358429,Vojtěch Mikoláš - místostarosta Prahy 12,Vojtěch Mikoláš,189,3
728130870635201,Mirai,These ads ran without a disclaimer,186,1
158655234218517,KDU - ČSL Olomoucký kraj,KDU-ČSL,180,1
378827025796132,Peak.cz,Peak.cz,180,10
551976351670874,Zdeněk Hraba,Zdeněk Hraba - senátor,177,3
148550412469488,Farní sbor Českobratrské církve evangelické v Děčíně,Pavel Randák,177,1
589679421044627,STAN Kraj Vysočina,Starostové a nezávislí,176,1
1558359124403846,Každá plechovka se počítá,These ads ran without a disclaimer,174,1
1382379128444365,Margita Balaštíková - poslankyně,Margita Balaštíková,163,2
849315472073267,Charita ve světě / Caritas Czech Republic in the world,Charita Česká republika,161,3
1649724681776439,ProMOST,ProMOST,159,1
100647378751279,Pavla Pivoňka Vaňková STAN,Pavla Pivoňka Vaňková,155,2
220953819920676,Ministr Zdraví,Ministr Zdraví Z.U.,152,1
106901094332851,Recykluj - nespaluj,Recykluj - nespaluj hys,143,2
188208418354402,Mladí starostové a nezávislí - Praha,Zdena Kašparová,142,1
2156599824411421,"Vojtěch Kos, starosta Prahy 12",Vojtěch Kos,137,2
106940900140,Kafe.cz - pohoda pro ženy,VLTAVA LABE MEDIA a.s.,137,1
169946526003,Nadace Partnerství,Nadace Partnerství,133,1
321762510282,Michal Kučera,Michal Kučera,133,2
343857975108,AFS Mezikulturní programy - Czech Republic,AFS Mezikulturní programy o.p.s.,131,3
52479821102,Týdeník Respekt,Týdeník Respekt,128,1
117823623864,Transparency International ČR,Transparency International ČR,127,7
109294536415092,PETROF Gallery,PETROF Gallery,123,1
711658465662315,XTV,XTV,119,5
201535993705342,Radim Sršeň,Radim Sršeň,117,1
159935454034044,Pirátská strana - Karlovarský kraj,Česká pirátská strana,117,2
353349792067181,Institut Paměti národa Brno,Post Bellum,116,2
194467420912201,Já volím děti,Já volím děti,115,2
124212050978293,Kverulant org,Kverulant org,113,2
460558621177512,Zálohujme.cz,Zálohujme,113,1
102620981865843,Jana Skopalíková - radní pro životní prostředí a zemědělství,Jana Skopalíková,111,3
111984964888660,Náš Domov Letňany,Náš Domov Letňany,109,1
103895482145144,Zdeněk Kettner - SPD,Zdeněk Kettner,108,2
101954531415600,Lukáš Vlček • STAN,Starostové a nezávislí,106,3
164815317047040,Jan Bureš,Jan Bureš,103,1
110359415174945,Nikol Marhounová - místostarostka Prahy 3,Nikol Marhounová,≤100,1
102844685102730,Olga Richterová - místopředsedkyně Sněmovny,Česká pirátská strana,≤100,2
271054846258904,Praha 3,Městská část Praha 3,≤100,2
226207821151572,Marek Novák - poslanec zlínského kraje,Marek Novák,≤100,1
837256169624106,MS ODS Slaný,Ondrej Hradecký,≤100,3
203833483473,Deník Referendum,Denik Referendum,≤100,1
609246842426009,Rekonstrukce státu,Rekonstrukce státu,≤100,2
1776002445975063,V síti Ivana Langera,RiverSong s.r.o.,≤100,1
169320288528475,David Kašpar,David Kaspar,≤100,2
106569184915270,Lucie Kantorová,Lucie Kantorova,≤100,1
100609955039699,Corrency,Corrency,≤100,1
105410686588,Piráti Brno,Česká pirátská strana - Jihomoravský kraj,≤100,2
317530692148022,Evropa v datech,Evropa v datech,≤100,1
161396423900274,Piráti Pardubický kraj,Česká pirátská strana,≤100,2
1900532106849242,Institut H21,Institute H21,≤100,1
176618874475277,Martina Ochodnická - poslankyně z Vysočiny,TOP 09,≤100,3
164024787880257,Adapterra,Nadace Partnerství,≤100,1
265056436921261,NOVÁ SÍŤ,Nová síť z.s.,≤100,1
111617451012493,Libor Turek,ODS,≤100,1
545254525495201,Pravý břeh - Institut Petra Fialy,"Pravý břeh, z.s.",≤100,1
586817644761028,Vladimír Balaš,STAN,≤100,1
242117635912490,ODS - Plzeňský kraj,Občanská demokratická strana,≤100,2
2066553093668128,STAN Plzeň,STAN,≤100,1
2106629662903134,Brno Brňankám a Brňanům,Tom Ulrich,≤100,1
594426030604429,Martin Procházka,Martin Procházka,≤100,1
103779080972210,Youradio Talk,Youradio Talk,≤100,2
343987063337791,CyberBlog,Cyber Security Solutions s.r.o.,≤100,1
1701718886552103,Moje Evropa,Moje Evropa,≤100,1
2508000755881727,Štěpán Juránek,Štěpán Juránek,≤100,2
733410133337387,Michaela Šojdrová,Michaela Šojdrová,≤100,2
863704530313828,Nezávislá volba Šumperk,Filip Valenta,≤100,1
110285958334498,Svoboda a přímá demokracie - SPD Chomutov,Zdeněk Vaňkát,≤100,1
224602787566980,Krajská hospodářská komora Královéhradeckého kraje,Krajská hospodářská komora Královéhradeckého kraje,≤100,1
1501279890088120,Piráti Děčín,Česká pirátská strana,≤100,1
112696650094354,"Marcel Sikora, zastupitel Frýdku-Místku a Moravskoslezského kraje",Sikora Marcel,≤100,1
549351855145794,Michael Kohajda,Michael Kohajda,≤100,1
112174584650686,Pavel Hájek • STAN,Starostové a nezávislí,≤100,2
1439143123070953,Svoboda a přímá demokracie  Liberecký kraj - SPD,Radovan Vích,≤100,1
112861661599616,militarylegacy,These ads ran without a disclaimer,≤100,1
122904381068079,divadlo Líšeň,Divadlo Líšeň z.s.,≤100,1
297824930428225,Okno na radnici Prahy 2,Otto Schwarz,≤100,1
103844952462060,Za Potštejn a Brnou 22,Jan Reichl,≤100,1
105535088816764,SPOLU pro Lipence,Martin Trnka,≤100,1
104452639037483,Starostové a nezávislí Unhošť,Michal Turnhöfer,≤100,1
450976218808166,"Mgr. Milan Halbich, MBA - kandidát do senátu",Milan Halbich,≤100,1
527351247377965,European Committee of the Regions,European Committee of the Regions,≤100,2
548487565163265,"Buď Čech, buď laska",Tomáš Rufer,≤100,1
101272355932525,Igor Hendrych - poslanec Moravskoslezského kraje,Igor Hendrych,≤100,1
105692521913578,David Šimek,KDU-ČSL,≤100,1
745225392241191,Primagas Česká republika,PRIMAGAS s.r.o.,≤100,1
307710452690539,Starostové a nezávislí - Jihomoravský kraj,Starostové a nezávislí • STAN,≤100,1
369791923154637,Jablonecká energetická a.s.,These ads ran without a disclaimer,≤100,1
100515362077191,Sencito,"Sencito.com,s.r.o.",≤100,2
362029244271239,Protext ČTK,ČTK,≤100,1
1104866262972886,Michal Šmarda,Česká strana sociálně demokratická,≤100,1
252707698079845,Pavel Dobeš • místostarosta Prahy 3,Starostové a nezávislí,≤100,1
837616653008293,Rádio Záhir - Adam Mikulášek - blogger,These ads ran without a disclaimer,≤100,1
283796335522682,Lepší Beroun,Luboš Zálom,≤100,1
327500584463162,Filip Hausknecht • Budoucnost,Budoucnost,≤100,1
108500818518573,SEN 21 pro Prahu 13,SEN 21 pro Prahu 13,≤100,1
267806570729225,Národní Noviny,Hrubon Rudolf,≤100,1
114216794363739,Žijeme Pardubice,ProPce21,≤100,1
111383388252844,Kamil Mach - zastupitel města Frýdek-Místek,Kamil Mach,≤100,1
101230222584230,Pavel Vrbický - náměstek primátorky Hradce Králové,Česká pirátská strana,≤100,1
101304435646725,Элитная недвижимость в Москве,These ads ran without a disclaimer,≤100,2
217321919134666,Kuba náměstek Rychtecký - Žijeme Pardubice,Jakub Rychtecký,≤100,1
258581527631807,PRO ZNOJMO,PRO ZNOJMO,≤100,1
952005618247538,Martin Červíček,Martin Červíček,≤100,1
147547541961576,Council of the European Union,Council of the European Union,≤100,2
109725215092123,RFI Українською,These ads ran without a disclaimer,≤100,1
1468464403368393,Herbert Pavera - Váš senátor na Opavsku,PRodukujeme s. r. o.,≤100,1
58864692622,Český rozhlas Vltava,Český rozhlas,≤100,1
112749448851,Coca-Cola Europacific Partners,These ads ran without a disclaimer,≤100,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
100737795930031,Dan Leština,Dan Leština,≤100,1
125957534920,Deník Sport,CZECH NEWS CENTER a. s.,≤100,1
100441749442313,"David Procházka, zastupitel hl. m. Prahy",Prochazka David,≤100,1
2068226376787023,Piráti Praha 12,Česká pirátská strana,≤100,1
110962101793098,nasimazadi2022,These ads ran without a disclaimer,≤100,1
130456876990360,European Youth,These ads ran without a disclaimer,≤100,1
105411962299479,AEF,These ads ran without a disclaimer,≤100,1
338109312883186,China Xinhua News,These ads ran without a disclaimer,≤100,1
64676229680,Ayn Rand Institute,These ads ran without a disclaimer,≤100,1
218798922334223,COFCO,These ads ran without a disclaimer,≤100,1
105514427749961,CEENERGYNEWS,These ads ran without a disclaimer,≤100,1
102784439372123,Planet Fights,These ads ran without a disclaimer,≤100,1
103843752435966,Morehackz - The R Page,These ads ran without a disclaimer,≤100,1
109407832428137,Bauernnetzwerk,These ads ran without a disclaimer,≤100,1
105363750882345,Young Activists Summit,These ads ran without a disclaimer,≤100,2
771851256242082,Information Society Group,These ads ran without a disclaimer,≤100,1
104274628315951,ISLAH,These ads ran without a disclaimer,≤100,1
