Location name,Amount spent (ARS)
Buenos Aires,764045
Catamarca,31035
Chaco,51363
Chubut,88189
Ciudad Autónoma de Buenos Aires,130806
Corrientes,35221
Córdoba,1179002
Entre Rios,46864
Formosa,16902
Jujuy,14018
La Pampa,69531
La Rioja,16000
Mendoza,43975
Misiones,27328
Neuquén,248664
Río Negro,41957
Salta,68312
San Juan,31287
San Luis,57621
Santa Cruz,6251
Santa Fe,223188
Santiago del Estero,24606
Tierra del Fuego,31839
Tucuman,31121
Unknown,≤100
