Location name,Amount spent (ZAR)
Eastern Cape,473
Free State,480
Gauteng,3650
KwaZulu-Natal,885
Limpopo,205
Mpumalanga,275
North West,227
Northern Cape,107
Unknown,≤100
Western Cape,7725
