Location name,Amount spent (ARS)
Buenos Aires,2449365
Catamarca,87796
Chaco,696208
Chubut,50624
Ciudad Autónoma de Buenos Aires,1116832
Corrientes,494884
Córdoba,3440804
Entre Rios,186342
Formosa,155159
Jujuy,42035
La Pampa,48583
La Rioja,18811
Mendoza,1529583
Misiones,53677
Neuquén,39235
Río Negro,57536
Salta,111409
San Juan,185989
San Luis,730991
Santa Cruz,90360
Santa Fe,1338111
Santiago del Estero,35743
Tierra del Fuego,32702
Tucuman,684290
Unknown,197
