Location name,Amount spent (VEF)
Amazonas,≤100
Anzoátegui,5250000
Apure,≤100
Aragua,819225
Barinas,3011440
Bolívar (state),284999
Capital District,8201945
Carabobo,10004993
Cojedes,≤100
Delta Amacuro,≤100
Falcón,239999
Guárico,155199
Lara,7750000
Miranda (state),1997496
Monagas,5007800
Mérida,3250000
Nueva Esparta,≤100
Portuguesa,250000
Sucre,110000
Trujillo,164679
Táchira,3500000
Vargas,250000
Yaracuy,167799
Zulia,5297318
