Page ID,Page name,Disclaimer,Amount spent (VEF),Number of ads in Library
11449543593,Carlos Ocariz,an advertiser in Venezuela,39869886,144
114588254559934,Concejo Municipal de San Francisco,an advertiser in Venezuela,16374953,2
108236238428619,Concejo Municipal de Maracaibo,an advertiser in Venezuela,11000000,1
564188034075673,Roberto Enriquez,an advertiser in Venezuela,10204971,2
100426612940178,Concejo Municipal de San Diego,an advertiser in Venezuela,7500000,1
100112745687674,Creemos Alianza Ciudadana,an advertiser in Venezuela,4779986,2
116093674518,César Pérez Vivas,an advertiser in Venezuela,3422490,7
31121558686,BBVA Careers,These ads ran without a disclaimer,2422392,2
19740928752,World Animal Protection,These ads ran without a disclaimer,172896,2
342910153967,Upata al Día TV,an advertiser in Venezuela,92500,1
103150501144126,xioacevedo,These ads ran without a disclaimer,25104,1
107329544831360,Commission on Human Rights Region 02,These ads ran without a disclaimer,2310,1
502665456448329,Federico Barolin,These ads ran without a disclaimer,≤100,1
224597158386607,Rosa Luxemburg Foundation,These ads ran without a disclaimer,≤100,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
110919974897108,SH,These ads ran without a disclaimer,≤100,1
756877521031964,CCTV+,These ads ran without a disclaimer,≤100,1
75608370019,United States Institute of Peace,These ads ran without a disclaimer,≤100,1
