Location name,Amount spent (CHF)
Aargau,539
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,388
Basel-Landschaft,138
Bern,694
Canton of Geneva,3738
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,304
Fribourg,305
Graubünden,125
Jura,≤100
Luzern,4629
Neuchâtel,126
Schaffhausen,≤100
Schwyz,≤100
Solothurn,146
Thurgau,138
Ticino,1635
Unknown,≤100
Uri,≤100
Valais,264
Vaud,737
Zug,≤100
Zürich,1211
