Location name,Amount spent (BRL)
Acre (state),1314
Alagoas,3321
Amapá,928
Amazonas,5418
Bahia,18333
Ceará,11457
Espírito Santo,5003
Federal District,5583
Goiás,8743
Maranhão,6758
Mato Grosso,7248
Mato Grosso do Sul,5374
Minas Gerais,30208
Paraná,15603
Paraíba,6012
Pará,9620
Pernambuco,14227
Piauí,3464
Rio Grande do Norte,4827
Rio Grande do Sul,14995
Rio de Janeiro (state),22306
Rondônia,2843
Roraima,1330
Santa Catarina,13684
Sergipe,2425
São Paulo (state),74062
Tocantins,1430
Unknown,175
