Page ID,Page name,Disclaimer,Amount spent (EGP),Number of ads in Library
798673866859390,ETC TV,ETC TV,3290,55
550280998481446,Rasha Kelej,Rasha Kelej,1839,16
102883459081121,Mohamed Taher - محمد طاهر,Mohamed Taher - محمد طاهر,1470,4
108210648333964,محمود طاهر -Mahmoud Taher,محمود طاهر -Mahmoud Taher,1350,3
273900239400893,نقابة المحامين المصرية,نقابة المحامين المصرية,1168,4
100835565731657,Ahmed Amin Massoud - أحمد أمين مسعود,Ahmed Amin Massoud - أحمد أمين مسعود,714,2
106450555171099,مجدي البري - Magdy Elbery,مجدي البري - Magdy Elbery,571,4
354968941204659,الدكتور أيمن أبو العلا عضو مجلس النواب,الدكتور أيمن أبو العلا عضو مجلس النواب,441,10
131814203525361,CC Plus,Nourhan Osama,384,2
103571604973098,هشام حسين - Hesham Hussein,هشام حسين - Hesham Hussein,372,4
118992379972310,Fatmah Selim - فاطمة سليم,Fatmah Selim - فاطمة سليم,364,5
586768434680803,جمعية صناع الحياة,جمعية صناع الحياة,333,3
595025640685644,النائبة شيرين عبد العزيز - Sherin abdelaziz,النائبة شيرين عبد العزيز - Sherin abdelaziz,313,3
211767829359945,مصر النهاردة,These ads ran without a disclaimer,282,2
192320965049184,الإعلامية نيفين منصور,Nivine Mansour,276,3
591352604646053,جائزة مصر للتميز الحكومي - Egypt Government Excellence Award,جائزة مصر للتميز الحكومي - Egypt Government Excellence Award,276,2
118101807834727,النائب احمد عبدالمنعم - عضو مجلس النواب,النائب أحمد عبدالمنعم اسماعيل,261,1
110877857406073,المهندس حسام لبن,المهندس حسام لبن,252,2
112072071382470,أحمد الفار - Ahmed Elfar,Noha Mohamed Ibrahim,236,2
111086937788265,موقع تحيا مصر - Tahiamasr News,Mariam Ahmed Hamouda,233,2
158643697625854,محمد تيسير مطر - Mohamed Tayser Mattar,Aplus,214,5
371046333676858,الحرية لشريف الروبي - Free Sherif,الحرية لشريف الروبي - Free Sherif,200,1
105096455624550,Tamer abdelhamid - تامر عبد الحميد,Tamer abdelhamid - تامر عبد الحميد,185,1
308088503057656,النائب محمود عصام,النائب محمود عصام,168,4
103086629281243,محمد الشنراوي,Mariam Ahmed Hamouda,164,2
106586485351141,صفحة النائب اشرف الشبراوي ابو العلا,Ashraf Abouelela,155,3
103745798627292,المستشار ماهر ميلاد اسكندر,المستشار ماهر ميلاد اسكندر,154,1
532134937722830,النائبة أميرة بهاء الدين أبو شقة,Gehad Ali,127,2
1994786354105727,النائب أحمد فرغلى,احمد فرغلى,118,1
367290327457959,MP/Abdelsalam Elkhadrawy - عبدالسلام الخضراوي,MP/Abdelsalam Elkhadrawy - عبدالسلام الخضراوي,117,1
113351543859308,أحمد الشناوي خليل - عضو مجلس النواب المصري,Ahmed Abdel Moneam,115,2
801866783213943,محمد طلبة - Mohamed Tolba,Mohamed Elsayed Tolba,109,1
105581508751620,الشعب الجمهوري Tv,الشعب الجمهوري Tv,101,1
101586878327765,Hassanein Tawfiq - حسانين توفيق,Hassanein Tawfiq - حسانين توفيق,≤100,2
107628151748756,Initiators Congress مؤتمر المبادرون,Initiators Congress,≤100,1
1012904038778488,سامح فتحي حبيب,سامح فتحي حبيب,≤100,2
535371883202755,Freddy Elbaiady  صفحة فريدي البياضي,Freddy Elbaiady  صفحة فريدي البياضي,≤100,2
261220720714681,الصفحه الرسمية للمركز القومى لثقافة الطفل  - مصر,الصفحه الرسمية للمركز القومى لثقافة الطفل  - مصر,≤100,1
108927510969680,الصفحة الرسمية للنائبة د. صبورة السيد,Mariam Ahmed Hamouda,≤100,4
102752291431181,المهندس حازم الجندي - Hazem ElGendy,المهندس حازم الجندي - Hazem ElGendy,≤100,2
106719921012688,Ahmed Bahaa Shalaby-أحمد بهاء شلبي,Integrated Marketing Communications For Media.IMC,≤100,3
113409070485501,Samy Nasrallah - سامي نصرالله,Samy Nasrallah - سامي نصرالله,≤100,1
440700272976239,Rawabit Sports - روابط الرياضية,Rawabit Sports,≤100,3
103291013528894,Dr.Mokhtar Gomaa,Ahmed Zaatar,≤100,2
111393504057042,د/ مها عبد الناصر,د/ مها عبد الناصر,≤100,1
112161944845807,Nevein Basiouny,Muhammad Nash'at,≤100,1
298138254162621,النادي الليبرالي بالقاهرة,النادي الليبرالي بالقاهرة,≤100,1
1632636017007559,Mohamed Mostafa Elsallab محمد مصطفي السلاب,Mohamed Mostafa Elsallab محمد مصطفي السلاب,≤100,1
103204975886755,البديوي السيد - الصفحة الرسمية,Mohamed Elbedewy,≤100,1
107096734501088,النائبة منى عمر عضو مجلس النواب,Shymaa Adel,≤100,1
220544811442593,المفوضية المصرية للحقوق والحريات,These ads ran without a disclaimer,≤100,1
