Location name,Amount spent (TRY)
Adana Province,542
Adıyaman Province,≤100
Afyonkarahisar Province,326
Aksaray Province,587
Amasya Province,≤100
Ankara Province,3857
Antalya Province,787
Ardahan Province,≤100
Artvin Province,≤100
Aydın Province,233
Ağrı Province,≤100
Balıkesir Province,342
Bartın Province,≤100
Batman Province,≤100
Bayburt Province,≤100
Bilecik Province,≤100
Bingöl Province,≤100
Bitlis Province,≤100
Bolu Province,≤100
Burdur Province,≤100
Bursa Province,871
Denizli Province,260
Diyarbakır Province,135
Düzce Province,≤100
Edirne Province,≤100
Elazığ Province,≤100
Erzincan Province,299
Erzurum Province,≤100
Eskişehir Province,270
Gaziantep Province,414
Giresun Province,≤100
Gümüşhane Province,≤100
Hakkâri Province,≤100
Hatay Province,341
Isparta Province,131
Istanbul Province,12173
Iğdır Province,≤100
Kahramanmaraş Province,170
Karabük Province,≤100
Karaman Province,≤100
Kars Province,≤100
Kastamonu Province,≤100
Kayseri Province,313
Kilis Province,≤100
Kocaeli Province,220
Konya Province,652
Kütahya Province,124
Kırklareli Province,≤100
Kırıkkale Province,135
Kırşehir Province,≤100
Malatya Province,≤100
Manisa Province,376
Mardin Province,≤100
Mersin Province,1815
Muğla Province,242
Muş Province,≤100
Nevşehir Province,≤100
Niğde Province,108
Ordu Province,154
Osmaniye Province,108
Rize Province,≤100
Sakarya Province,≤100
Samsun Province,468
Siirt Province,≤100
Sinop Province,≤100
Sivas Province,≤100
Tekirdağ Province,190
Tokat Province,≤100
Trabzon Province,147
Tunceli Province,≤100
Unknown,≤100
Uşak Province,109
Van Province,≤100
Yalova Province,≤100
Yozgat Province,≤100
Zonguldak Province,≤100
Çanakkale Province,307
Çankırı Province,≤100
Çorum Province,≤100
İzmir Province,1420
Şanlıurfa Province,220
Şırnak Province,≤100
