Page ID,Page name,Disclaimer,Amount spent (GBP),Number of ads in Library
100771226087265,Susie's Tips,Susie's Tips,14979,24
311627208673,WWF UK,WWF UK,7679,75
102639461303190,Fair Pay For All,Fair Pay For All,6916,226
7715002593,UNICEF UK,Unicef UK,4466,76
7214031395,Oxfam Great Britain,Oxfam Great Britain,2682,45
9250349228,Greenpeace UK,Greenpeace UK,2590,74
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),2582,29
104259838288065,Independent Monitoring Authority,Independent Monitoring Authority,1818,12
841894835830532,Electoral Commission UK,Electoral Commission UK,1568,47
25749647410,The Labour Party,The Labour Party,1489,453
514212165305248,Leigh Day,Leigh Day,1470,67
799576543492660,The Week Junior,The Week Junior,1226,44
10677003998,Shelter,Shelter,1172,242
348366988862054,Oxfam Campaigns,Oxfam Great Britain,962,15
35671512696,World Animal Protection UK,World Animal Protection UK,893,41
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,875,14
7043497714,Christian Aid,Christian Aid,825,30
121936349543,World Vision UK,World Vision UK,762,59
360322167647280,"Mayor of London, Sadiq Khan",The Greater London Authority,751,18
139695000173,Good Energy,Good Energy,746,21
7527864602,WaterAid UK,WaterAid UK,675,64
109602554296513,Your Funded Energy Solution,Huw John Llewellyn,666,17
101602743218479,Stop It Now! UK and Ireland,"Stop It Now! UK and Ireland, The Lucy Faithfull Foundation",647,10
19895907944,CAFOD,CAFOD,647,7
10499876484,Compassion in World Farming,Compassion in World Farming,642,57
107310464728068,Britain Remade,BRM Futures Limited,639,32
13047522725,Crimestoppers,Crimestoppers,584,75
59367068326,The Ramblers,The Ramblers,582,7
177855115588808,The Week UK,The Week UK,522,30
117476785190,Save the Children UK,Save the Children UK,496,17
40409120801,Refugee Council,Refugee Council,467,9
220543443746,International Rescue Committee - UK,International Rescue Committee UK,453,23
47612991154,Dignity in Dying,Dignity in Dying,451,14
1660600037490738,Guardian Labs,Guardian Labs,418,33
37981137361,The Children's Society,The Children's Society,418,55
358706239805,Scope,Scope,406,3
1586251881644270,Keir Starmer,The Labour Party,375,194
195754307110390,Right To Life UK,Right To Life UK,367,19
112712550420527,Ekō UK,Ekō,366,4
55984857501,Open Doors UK & Ireland,Open Doors with Brother Andrew,365,78
122052607808255,CAGE,CAGE,350,3
2047806148766050,Animal Equality UK,Animal Equality UK,333,1
246872175166,Action Against Hunger UK,Action Against Hunger UK,329,115
660899050767643,London Conservatives,London Conservatives,326,10
260012884055691,Metropolitan Police Service,Metropolitan Police Service,324,18
116625838402686,FareShare,FareShare,321,22
101958682650112,ESG UK,Energy Saving Grants,318,62
169042736456594,All Out,All Out,318,15
163277273712719,Oxford Plastics,Oxford Plastics,305,39
34044296391,Surfers Against Sewage,Surfers Against Sewage,304,131
143837658998810,WWT,Wildfowl and Wetlands Trust,293,8
108951391565231,Help to Heat,Huw John Llewellyn,291,11
208573062515662,Freedom from Torture,Freedom from Torture,287,78
175338329150218,Help For Heroes,Help for Heroes,287,112
21242962092,ClientEarth,ClientEarth,286,18
274651352565844,Oltco Ltd,Oltco Ltd,280,114
200006375787,38 Degrees,38 Degrees,277,39
18168505158,The Woodland Trust,Woodland Trust,277,29
264444526901270,Human Aid & Advocacy,Human Aid & Advocacy,274,3
61950489543,Labour North West,The Labour Party,264,29
200480966638039,Supremacy 1914,These ads ran without a disclaimer,264,2
18044497940,Plan International UK,Plan International UK,262,40
39605200520,ActionAid UK,ActionAid UK,245,17
46074836918,The Trussell Trust,Trussell Trust,244,5
188863377824978,Muslim Aid,These ads ran without a disclaimer,230,18
158077247591710,Refuge,Refuge,223,7
26698813123,British Red Cross,British Red Cross,212,15
547761111920012,Anglian Water - Love Every Drop,Anglian Water,210,8
249209468838241,Good Law Project,Good Law Project,206,35
175236169235474,"Berks, Bucks and Oxon Wildlife Trust - BBOWT",Berkshire Buckinghamshire and Oxfordshire Wildlife Trust,201,24
471333502929463,Paths for All,Paths for All,194,2
698773137204706,Give My View,Built-ID,194,8
105325515394672,Local Recovery,Local Recovery,193,34
290498754454402,European Movement UK,European Movement UK,188,6
319720638145510,NatureScot,NatureScot,187,4
159969930741814,The Wildlife Trusts,The Wildlife Trusts,175,14
358126247463,Speech and Language UK,Speech and Language UK,174,4
110538548040758,Care2 UK,John Ayling & Associates,169,14
10986039307,VSO,VSO,164,8
100854403381908,Pay Justice,Pay Justice,164,4
114651147002520,SSE Energy Solutions,SSE,161,11
1046117708754519,Care4Calais,Care4Calais,159,40
13533633585,National Trust,National Trust,149,3
405878589875004,Aid 4 Ummah,Aid 4 Ummah,149,2
156483561056782,Magic Breakfast,Magic Breakfast,147,45
11055104471,ONE,ONE Against Poverty (UK),145,9
18933990398,Stonewall,Stonewall UK,144,12
601388547012748,Ecologi,Ecologi,142,69
120712674673605,Plymouth City Council,Plymouth City Council,141,6
313376249090900,The Humane League UK,The Humane League UK,141,19
346684596111093,KinKind,KinKind Ltd,130,8
110100268235797,Hyphen,Link Media Corporation Ltd,129,12
6708565748,CBM UK,CBM UK,129,5
685018844928882,Labour North,The Labour Party,126,22
