Location name,Amount spent (CHF)
Aargau,189
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,126
Basel-Landschaft,≤100
Bern,266
Canton of Geneva,762
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,205
Fribourg,106
Graubünden,≤100
Jura,≤100
Luzern,117
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,≤100
Solothurn,≤100
Thurgau,≤100
Ticino,≤100
Unknown,≤100
Uri,≤100
Valais,147
Vaud,351
Zug,≤100
Zürich,465
