Location name,Amount spent (MYR)
Johor,513
Kedah,363
Kelantan,224
Kuala Lumpur,734
Labuan,≤100
Malacca,166
Negeri Sembilan,215
Pahang,242
Penang,242
Perak,411
Perlis,≤100
Putrajaya,≤100
Sabah,482
Sarawak,482
Selangor,1182
Terengganu,395
Unknown,≤100
