Location name,Amount spent (JPY)
Aichi Prefecture,18822
Akita Prefecture,1983
Aomori Prefecture,2524
Chiba Prefecture,17817
Ehime Prefecture,3577
Fukui Prefecture,1712
Fukuoka Prefecture,31349
Fukushima Prefecture,3740
Gifu Prefecture,4079
Gunma Prefecture,3825
Hiroshima Prefecture,6456
Hokkaido,12521
Hyōgo Prefecture,23173
Ibaraki Prefecture,8654
Ishikawa Prefecture,3067
Iwate Prefecture,2194
Kagawa Prefecture,2422
Kagoshima Prefecture,3152
Kanagawa Prefecture,41819
Kumamoto Prefecture,4360
Kyoto Prefecture,14742
Kōchi Prefecture,1202
Mie Prefecture,3961
Miyagi Prefecture,9531
Miyazaki Prefecture,18626
Nagano Prefecture,5836
Nagasaki Prefecture,3922
Nara Prefecture,4727
Niigata Prefecture,4434
Okayama Prefecture,4463
Okinawa Prefecture,6654
Osaka Prefecture,47487
Saga Prefecture,2744
Saitama Prefecture,17511
Shiga Prefecture,4725
Shimane Prefecture,1304
Shizuoka Prefecture,9854
Tochigi Prefecture,4429
Tokushima Prefecture,1521
Tokyo,89742
Tottori Prefecture,1026
Toyama Prefecture,2116
Unknown,≤100
Wakayama Prefecture,3181
Yamagata Prefecture,1841
Yamaguchi Prefecture,3068
Yamanashi Prefecture,2084
Ōita Prefecture,4768
