Location name,Amount spent (MYR)
Johor,271
Kedah,228
Kelantan,119
Kuala Lumpur,411
Labuan,≤100
Malacca,270
Negeri Sembilan,≤100
Pahang,227
Penang,186
Perak,268
Perlis,≤100
Putrajaya,≤100
Sabah,267
Sarawak,282
Selangor,801
Terengganu,268
Unknown,≤100
