Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,1608
Bicol Region,6445
Cagayan Valley,3158
Calabarzon,30139
Caraga,2099
Central Luzon,10418
Central Visayas,9248
Cordillera Administrative Region,1959
Davao Region,8338
Eastern Visayas,4999
Ilocos Region,4335
Metro Manila,34705
Mimaropa,2974
Northern Mindanao,9062
Soccsksargen,3800
Unknown,≤100
Western Visayas,8142
Zamboanga Peninsula,4815
