Location name,Amount spent (BRL)
Acre (state),687
Alagoas,3292
Amapá,913
Amazonas,5325
Bahia,13099
Ceará,10118
Espírito Santo,4461
Federal District,4702
Goiás,9400
Maranhão,6351
Mato Grosso,5242
Mato Grosso do Sul,3425
Minas Gerais,29724
Paraná,13964
Paraíba,4392
Pará,6915
Pernambuco,15685
Piauí,3017
Rio Grande do Norte,4308
Rio Grande do Sul,16254
Rio de Janeiro (state),26217
Rondônia,2162
Roraima,755
Santa Catarina,10601
Sergipe,2439
São Paulo (state),84602
Tocantins,1349
Unknown,≤100
