Page ID,Page name,Disclaimer,Amount spent (COP),Number of ads in Library
619776134722439,Secretaría Distrital de Salud,Secretaría Distrital de Salud,1207558,55
108379099286148,Alcaldía Mayor de Bogotá,Alcaldía Mayor de Bogotá,623302,48
377334062304350,Secretaría de Educación de Bogotá,Secretaría de Educación de Bogotá,378873,6
251292808253299,Canadian College,Canadian College,359187,16
381464961911270,Cruz Roja Antioquia,Cruz Roja Colombiana Seccional Antioquia,270815,24
101071764864119,Dulce Veneno,Dulce Veneno,255534,12
321789057890530,Secretaría de Movilidad,Secretaría de Movilidad,245061,9
53177129367,Dilian Francisca Toro Torres,Dilian Francisca Toro,239036,10
601336570076276,Rodolfo Correa,Rodolfo Andres Vargas Correa,197035,1
1488419784774409,Alcaldía de Soledad,Alcaldía Municipal de Soledad,172865,8
256488875025665,Juan Bocanegra,Juan Carlos Bocanegra Chacón,163309,2
106231591786908,Sea Wind,These ads ran without a disclaimer,160857,1
130834367164,Red PaPaz,Red PaPaz,95614,11
629265973883892,Alcaldía de La Estrella,Melissa Cano Villegas,84337,2
101769386141297,Congreso Nacional de Actualización Tributaria y Laboral,Julian Chuchoque,78068,1
417060811811167,Juan David Duque García,Juan David Duque Garcia,77018,1
194315573916010,Norma Hurtado Sanchez,Norma Hurtado Sánchez,74086,4
1052668304757955,Eduard Sarmiento Hidalgo,Eduard Sarmiento Hidalgo,60492,2
137370326880859,Secretaría de Gobierno Paz y Noviolencia,Gobernación de Antioquia,54527,4
398954010114650,Gobernación del Departamento del Cesar,Nestor Enrique Fontalvo Albor,54514,1
257401965136834,Carlos Marroquín Luna Diputado,Carlos Andres Marroquin Luna,48649,1
1597659560553215,Colombia+20,COMUNICAN SAS EL ESPECTADOR,43999,6
159326370815397,Alcaldía de Itagüí,Joseph Ferney Galvis Gonzalez,43655,2
1458739367777443,Wilson Gonzalez Piedecuesta,Wilson Gonzalez,40706,1
851680034864966,Proantioquia,FUNDACION PARA EL DESARROLLO DE ANTIOQUIA. ANTIOQUIA POR COLOMBIA,38880,1
114317847146525,Alvaro Arias Velez,TORO DIGITAL,38805,2
1622001728047397,Harman Alcalde,Harman Alcalde,28516,4
437833369757523,DB MEDIA,Diana Paola Bernal Rodriguez,27999,1
105068200842316,Edilberto Molina,Tuto Gonzalez,27635,1
268302663513603,Personeria Municipal de Palmira,Personeria Municipal de Palmira,25328,1
108158921672438,Llener Borja,Alvaro Jose Gomez Ramirez,23075,6
2339056213025539,Concejal juan rivera,Giselle Borda Escobar,22805,2
915743661945208,Alejandro Eder,Alejandro Eder,20306,5
1586192348316443,Maicol Lopera Cardona,Maicol Lopera,20044,3
308580499200723,Alcaldía de Medellín,Alcaldia de Medellìn,20000,2
108228068238348,Diego Caicedo,Diego Caicedo,19758,3
140451182823675,Edwin Palma Egea,Edwin Palma Egea,19574,2
113149344929527,Loly Montañez,Loly Montañez,19474,4
1823807254333065,Soy Más País,Soy Mas Pais,18909,6
105575860832729,Álvaro Andres Toro parra,Alvaro Andres Toro Parra,18886,1
108459260282,Universidad La Gran Colombia,Universidad La Gran Colombia,17724,2
350160788433059,Proclama Cauca y Valle,Proclama Cauca y Valle,17340,1
1431824383809561,Camilo Torres,Ivonne Mariana Torres Prada,17146,1
398583357661790,Papo Amín,Papo Amín,17061,3
104969865721375,Profes.movimientociudadano,John Bazurto,16196,4
1659812540703311,Omar Alexis Díaz Cuéllar,Omar Álvaro Alexis Díaz Cuéllar,15730,2
108875804858437,Antimilitantes,Antimilitantes,14924,3
765302097170348,Línea Cero,Linea Cero,14538,3
109810958651903,Daniel Duarte Pabón candidato a Representante de los Egresados UIS 2023,Daniel F Duarte Pabón,14199,1
1519006894853848,El Quindiano,EL QUINDIANO SAS,13170,2
104237548662249,Centro de Emprendimiento Impúlsate,Sebastian Galeano,11639,1
102332121627586,Alcaldia Municipal de Morelia Caquetá,Tuto Gonzalez,11255,3
122989028111811,Alexander Ruiz,Edgar Alexander Ruiz Garcia,10653,1
405939179615966,Alcaldía de Vijes,Alcaldía de Vijes,10183,1
130913580922547,Página: Faiber Tamayo su Concejal,José Faiber Tamayo Mendez,10034,1
105005878948596,Bruno Urán,Bruno Uran Cardona,10013,2
