Page ID,Page name,Disclaimer,Amount spent (PYG),Number of ads in Library
175406365841914,Arnoldo Wiens,Global Agencia,4487230,48
1468570519872644,Santiago Peña,PRANA SA,3590841,16
386081914814521,Martin Burt,Martin 2023,1682902,30
102266292553995,Sucia Política,Diego Ricardo Ramírez,1600903,11
110447625137045,Pilar Callizo,PautaPY,1047968,3
325540631525675,En La Tecla,En la Tecla,850147,10
532716330164048,Sole Núñez,Soledad Núñez,788818,9
286989224667281,Marito Abdo,Marca Py,691513,6
309537729651941,JuanMa Brunetti,Global Agencia,545320,4
100617802815343,Orlando Penner Senador 2023,Orlando Penner Dürksen,540837,13
109700221917436,Rodrigo Blanco Amarilla,Rodrigo Blanco Amarilla,436301,15
1813746978719204,Diputado Nacional Pastor Soria Melo,Pastoremilio Soria Melo,365258,8
109830218400800,Lea Giménez,Lea Raquel Gimenez Duarte,345383,2
199949073442305,Lilian Samaniego,Adventura,337034,5
105796025619350,Tati Giménez Diputado 2023,Patria Querida,292303,17
1100381323431017,Wilberto Cabañas,Wilberto Cabanas,267981,13
406051639796522,Eduardo Zavala,Eduardo Zavala,261017,23
102193762632115,Patricia dos Santos,Patricia Dos Santos,260679,9
108246601026063,Derlis Rodríguez Diputado 2023,Derlis Manuel Rodríguez Baez,252438,8
105386388829016,Martín Presidente,Hugo Ildefonso Espinola Ricardo,249408,4
108220338670232,Arturo Gossen Valdez,Mehssin Arturo Gossen Valdez,247390,5
283132325082901,Esperanza Martínez,Esperanza Martinez De Portillo,218107,7
842985112443215,Ulises Quintana,IMAGEN DE GOBIERNO,209284,10
110311005122985,Guillermo Sosa,Guillermo Sosa,208803,50
118756543324306,Marcelo Rojas,Marcelo Rojas,207419,3
1964503917155087,Stephan Rasmussen,Stephan Rasmussen Gonzales,202453,10
740490032676248,Diego Candia Diputado,tejuparaguay.com,193589,5
104096115823278,Tomas Bittar Junta de Gobierno 2023-2028,Tomas Enrique Bittar Navarro,179942,3
1575743279360941,Carlos Cáceres Sarubbi Senador 2023,Carlos Agustin Caceres Sarubbi,179654,3
109071601870453,Leandro Prieto Ruiz,Leandro Jose Prieto Ruiz,173248,2
124625661665046,Patrick Kemper,Patrick Paul Kemper Thiede,171214,5
106205982201348,Ernesto Concejal,Ernesto Daniel Mareco Martinez,168329,5
1011833908887463,Atilio Alegre,IMAGEN DE GOBIERNO,167338,3
430961180344844,EVER VILLALBA,Ever Federico Villalba Martinez,163599,3
242118359309178,Ricardo Estigarribia,Douglas Mateus Hendges,158730,1
1659775060937880,Guido González,Rosa Agustin Gonzalez,157924,5
100188219465134,Senador Derlis Osorio,Derlis Ariel Alejandro Osorio Nunes,145507,3
279495618730067,MANUEL RADICE,Manuel Radice,139170,9
110035698568369,Gustavo Guggiari Senador,Gustavo Adolfo Guggiari Fleytas,133486,2
114914053295532,Ernesto Guerin,Hector Ernesto Guerin Morinigo,129795,3
106981968505171,Adi Vázquez,Aditardo Vázquez Rojas,126918,10
665680343451704,Lider Amarilla,Lider Santiago Amarilla Rios,126499,2
613341488786700,Miguel Del Puerto,Miguel Angel Del Puerto Silva,116050,11
1943034405927276,Angel Barchini,Angel Ramón Barchini Cibils,115635,2
111353505103100,Santi Mbatara,Somos Paraguay,115440,5
112866004765581,Taurino González,Elias Escobar Fernández,115333,7
103966462488145,Ulises Martínez - Gobernador,Moises Ulises Martinez Benitez,112051,14
102171848430562,Dr. Noguera 2023,Jacinto Rafael Noguera Arzamendia,110597,9
111701681626785,Dani Fleitas,Katherin Maria Saldivar Espinola,107997,1
105658755623012,Euge Peroni,Nahuel Ayala Gomez,105083,2
943824938962084,Luis Fernando,Luis Carlos Arce,103885,2
297881240653321,Diputado Edgar Acosta Alcaraz,Rosa Teresa Duarte Soto,100413,7
120061519391875,César Paredes,César Paredes,85471,2
102141339262288,Eligio Colmán,Mario Alberto Velázquez Duarte,83266,2
100777148341766,Oscar Salomón,Felipe Sebartian Salomon Casola,82622,1
103984891569844,Fernando Ayala González,CLICNOVO,78221,3
107378775349679,Rolando Alvarez Spinassi,PRODUCTORA TOKORRE,75403,1
153958777947957,Paulo Reichardt,Paulo Reichardt,73416,2
105031404894363,Carlos Mercado Rotela,Daniel Elieser Mariño Suarez,73301,4
594511160567719,UNFPA Paraguay,Livia Mburucuya Melgarejo Ososrio,70601,2
1832577620365172,Eusebio Ramón Ayala Senador 2023,Manu Nuñez Franco,68865,3
