Page ID,Page name,Disclaimer,Amount spent (AOA),Number of ads in Library
256341811443198,Iurisbook,José Paulo Maiandi,2051,3
142682279138433,Gaspar Tchanja K.Chingando,Gaspar Tchanja K.Chingando,482,1
101335125357095,Czapp,These ads ran without a disclaimer,≤100,1
131052503759881,Câmara de Comércio de Moçambique,These ads ran without a disclaimer,≤100,1
584462848713978,Oliveira Labs,These ads ran without a disclaimer,≤100,1
117052698001766,First Wala,These ads ran without a disclaimer,≤100,1
107706102295108,Wire Tool,These ads ran without a disclaimer,≤100,2
115575820139019,Af Fhyf,These ads ran without a disclaimer,≤100,1
102998939765184,Persian bms,These ads ran without a disclaimer,≤100,2
122529704481115,"Sucatas Pinto, S.A",These ads ran without a disclaimer,≤100,1
100409288280426,Christian Business School,These ads ran without a disclaimer,≤100,1
100427526341454,Active active,These ads ran without a disclaimer,≤100,1
1883003128429295,Queer Majority,These ads ran without a disclaimer,≤100,1
