Location name,Amount spent (ARS)
Buenos Aires,12888543
Catamarca,811503
Chaco,248625
Chubut,1368432
Ciudad Autónoma de Buenos Aires,1882509
Corrientes,201732
Córdoba,9658213
Entre Rios,903228
Formosa,131136
Jujuy,289232
La Pampa,135952
La Rioja,116228
Mendoza,322026
Misiones,186309
Neuquén,289679
Río Negro,192841
Salta,273685
San Juan,170536
San Luis,176403
Santa Cruz,386971
Santa Fe,940537
Santiago del Estero,167290
Tierra del Fuego,114256
Tucuman,274759
Unknown,470
