Location name,Amount spent (VEF)
Amazonas,66613
Anzoátegui,199838
Apure,133225
Aragua,383225
Barinas,133225
Bolívar (state),651830
Capital District,3844722
Carabobo,665837
Cojedes,66613
Delta Amacuro,66613
Falcón,133225
Guárico,133225
Lara,464750
Miranda (state),1316613
Monagas,133225
Mérida,271614
Nueva Esparta,318496
Portuguesa,133225
Sucre,133225
Trujillo,66613
Táchira,480727
Unknown,≤100
Vargas,250000
Yaracuy,176613
Zulia,1148813
