Page ID,Page name,Disclaimer,Amount spent (INR),Number of ads in Library
568928239883450,The Times Of A Better India,The Times Of A Better India,200156,10
108777655527686,Trinamoole Nabo Jowar,Trinamoole Nabo Jowar,40453,63
109937650579639,discovery+,discovery+,38502,39
330760810293224,HelpAge India,HelpAge India,36654,27
104211439033799,Jagane Kavali,Jagane Kavali,28307,54
349222085840969,Youth in Politics,Indian Political Action Committee,25428,48
109545244848137,Crafto,Kutumb App,21125,16
109779048752146,Maharashtra Building and Other Construction worker's welfare Board,OM Enterprises,20767,22
309587409080562,YSR Congress  Party - YSRCP,Jagane Kavali,18163,26
479998865355592,Aditya Birla Group,Aditya Birla Group,17779,9
290805814352519,Aam Aadmi Party,Aam Aadmi Party,16145,2
30290552843,Greenpeace India,Greenpeace Environment Trust,16080,33
327120054405346,Jagananna ki Thoduga,Jagan Anna ki Thoduga,15804,40
109888271582555,Be The Change For TB,Johnson & Johnson India Private Limited,15074,11
103036987747307,Congress Sarkar Bharosa Barkarar,Congress Sarkar Bharosa Barkarar,14920,18
107395897271506,Kutumb,Swatantra Verma,14645,26
174283119250672,Bal Raksha Bharat,Bal Raksha Bharat,14279,49
105311899249332,Corruption Nath,corruptionnath.com,12862,11
101284456085904,Team Jagananna,Team Jagananna,11704,13
1521106071438318,CMO Chhattisgarh,IVS Corporation,11198,4
1293402667423924,Bhupesh Hai To Bharosa Hai,Bhupesh Hai To Bharosa Hai,11185,15
109779048752146,Maharashtra Building and Other Construction worker's welfare Board,Maharashtra Building and Other Construction worker's welfare Board,10241,22
103782051383159,School of Politics,School of Politics,9057,24
114233898263244,Indian Compass Videos,theindiancompass.com,8862,126
105515435289387,Kaka Abhi Zinda Hai,Kaka Abhi Zinda Hai,8541,13
132689140088396,smilefoundation,smilefoundation,8536,13
797927846899300,Flag Foundation of India,Flag Foundation of India,7387,17
21169267101,Give,Give,7323,26
1331545046906640,Gottumukkala Venkateshwara Rao,Venkateswar Rao Gottumukkala,7213,7
389272039256,Jaago Re,These ads ran without a disclaimer,6868,1
20386543316,WWF-India,WWF-India,6844,1
605390272841833,Shrirang Appa Barne,Abhay Balu Ahire,6771,13
270666596375251,Jhatkaa.org,Jhatkaa.org,6663,9
1521106071438318,CMO Chhattisgarh,Clarion IT,6600,4
211953356888254,Dr. Ajay Meena,Ajay Kumar Meena,6108,12
115369948216654,शासन आपल्या दारी - Shasan Aaplya Dari,Inuxu Digital Media Technologies Private Limited,5489,9
122113970879506,Nahi Sahega Rajasthan - नहीं सहेगा राजस्थान,Bharatiya Janata Party,5435,3
117766321322298,MP ke Mann Mein Modi,mpkemannmeinmodi.com,5065,3
574079826086251,Phir Ek Baar Modi Sarkar,phirekbaarmodisarkar.com,5064,15
102177112507392,Aapanna Hastham,Aapanna Hastham,4743,23
243524299157863,Pushkar Singh Dhami,Pushkar Singh Dhami,4732,10
247643145268753,Aashirvaad,These ads ran without a disclaimer,4672,1
142752549111246,Construction World Magazine,Asapp Info Global Services Pvt. Ltd,4466,9
1987488401557504,Mahathugbandhan - महाठगबंधन,Mahathugbandhan - महाठगबंधन,4221,14
102973272373231,Madhya Pradesh CM Report Card,Madhya Pradesh CM Report Card,4212,48
100336009730408,Commissioner of Labour,Commissioner of Labour,4160,7
245708465537707,Bhupesh Baghel,Bhupesh Baghel,4152,3
