Location name,Amount spent (TRY)
Adana Province,637
Adıyaman Province,≤100
Afyonkarahisar Province,146
Aksaray Province,101
Amasya Province,104
Ankara Province,8129
Antalya Province,1405
Ardahan Province,≤100
Artvin Province,≤100
Aydın Province,570
Ağrı Province,≤100
Balıkesir Province,917
Bartın Province,707
Batman Province,≤100
Bayburt Province,≤100
Bilecik Province,≤100
Bingöl Province,≤100
Bitlis Province,≤100
Bolu Province,145
Burdur Province,≤100
Bursa Province,926
Denizli Province,394
Diyarbakır Province,148
Düzce Province,553
Edirne Province,≤100
Elazığ Province,≤100
Erzincan Province,≤100
Erzurum Province,≤100
Eskişehir Province,373
Gaziantep Province,437
Giresun Province,142
Gümüşhane Province,≤100
Hakkâri Province,≤100
Hatay Province,350
Isparta Province,268
Istanbul Province,6716
Iğdır Province,≤100
Kahramanmaraş Province,165
Karabük Province,146
Karaman Province,≤100
Kars Province,≤100
Kastamonu Province,≤100
Kayseri Province,1021
Kilis Province,≤100
Kocaeli Province,327
Konya Province,558
Kütahya Province,145
Kırklareli Province,≤100
Kırıkkale Province,208
Kırşehir Province,120
Malatya Province,≤100
Manisa Province,539
Mardin Province,113
Mersin Province,2419
Muğla Province,417
Muş Province,≤100
Nevşehir Province,≤100
Niğde Province,≤100
Ordu Province,146
Osmaniye Province,102
Rize Province,182
Sakarya Province,107
Samsun Province,782
Siirt Province,≤100
Sinop Province,≤100
Sivas Province,≤100
Tekirdağ Province,161
Tokat Province,106
Trabzon Province,140
Tunceli Province,≤100
Unknown,≤100
Uşak Province,199
Van Province,≤100
Yalova Province,≤100
Yozgat Province,≤100
Zonguldak Province,3519
Çanakkale Province,464
Çankırı Province,≤100
Çorum Province,≤100
İzmir Province,2788
Şanlıurfa Province,393
Şırnak Province,≤100
