Location name,Amount spent (TWD)
Changhua,6941
Chiayi,3807
Hsinchu,2971
Hsinchu City,4750
Hualien,2920
Kaohsiung,26973
Keelung City,4930
Kinmen,378
Lienchiang,≤100
Miaoli,3045
Nantou,3832
New Taipei City,37646
Penghu,811
Pingtung,4858
Taichung,28255
Tainan,15401
Taipei,29775
Taitung,2020
Taoyuan City,20786
Unknown,8010
Yilan,2321
Yunlin,5592
