Location name,Amount spent (CHF)
Aargau,241
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,167
Basel-Landschaft,1834
Bern,298
Canton of Geneva,582
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,354
Fribourg,≤100
Graubünden,≤100
Jura,≤100
Luzern,≤100
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,≤100
Solothurn,101
Thurgau,≤100
Ticino,111
Unknown,≤100
Uri,≤100
Valais,≤100
Vaud,285
Zug,≤100
Zürich,9849
