Location name,Amount spent (BRL)
Acre (state),783
Alagoas,2221
Amapá,1011
Amazonas,5454
Bahia,11149
Ceará,14156
Espírito Santo,3103
Federal District,2624
Goiás,5583
Maranhão,9072
Mato Grosso,4738
Mato Grosso do Sul,3430
Minas Gerais,22448
Paraná,8472
Paraíba,3164
Pará,6093
Pernambuco,7794
Piauí,4129
Rio Grande do Norte,6367
Rio Grande do Sul,11435
Rio de Janeiro (state),16702
Rondônia,1699
Roraima,1304
Santa Catarina,8808
Sergipe,1845
São Paulo (state),56824
Tocantins,4959
Unknown,≤100
