Location name,Amount spent (CZK)
Central Bohemian Region,8009
Hradec Králové Region,2903
Karlovy Vary Region,1642
Liberec Region,2561
Moravian-Silesian Region,7386
Olomouc Region,5604
Pardubice Region,2717
Plzeň Region,3780
Prague,20863
South Bohemian Region,5571
South Moravian Region,9881
Unknown,≤100
Vysočina Region,2746
Zlín Region,3253
Ústí nad Labem Region,5286
