Page ID,Page name,Disclaimer,Amount spent (PLN),Number of ads in Library
122074554119,EU Social,EU Social,4673,8
102811109411234,Do:łącz,Dołącz,4517,23
102931488739,Platforma Obywatelska,Platforma Obywatelska,3624,33
178362315106,European Parliament,European Parliament,2888,11
237466786344157,European Movement,European Movement International with Facebook ad credits,2655,7
237466786344157,European Movement,European Movement International,1409,8
109223993792330,Andrzej Domański,Andrzej Domański,1302,13
157458232131,Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,1224,23
111465470197991,Mateusz Morawiecki,Mateusz Morawiecki,1223,11
57544755889,Amnesty International Polska,Amnesty International Polska,1202,24
618179678235315,wschód,wschód,1178,2
959387840744974,Bezpartyjni Samorządowcy,Ogólnopolska Federacja Bezpartyjni i Samorządowcy,1066,45
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,1052,23
349783468716743,Włodzimierz Tomaszewski Minister ds. Samorządu Terytorialnego Poseł na Sejm,Włodzimierz Tomaszewski Minister ds. Samorządu Terytorialnego Poseł na Sejm,1041,1
100758976350452,LubBezpośrednio.PL - Instytut Demokracji Bezpośredniej,"Fundacja ""Potrafisz Polsko""",1010,18
339855706171439,Dobra Fabryka,Dobra Fabryka,983,4
228168274881,wysokieobcasy,wysokieobcasy,932,20
107023882460931,Aleksandra K. Wiśniewska,odwazyszsie.pl,843,4
95661128574,Radio ESKA,Radio ESKA,828,5
142614625077,WWF Polska,WWF Polska,819,14
107590839282206,BNP Paribas Bank Polska,BNP Paribas Bank Polska S.A.,679,5
202473923251760,Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Gdańsku,Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Gdańsku,605,7
104581499325617,Wybory bez picu,Obywatelska Kontrola Wyborów,603,10
107099115544539,Zostań Dłużej,Euvic Media,571,9
818457621539495,Poseł Mejza,Poseł Mejza,568,18
543228812481111,Donald Tusk,Platforma Obywatelska RP,548,2
178415208919146,Suwerenna Polska,Solidarna Polska,528,10
104884392877324,Alivia,Alivia - Fundacja Onkologiczna,525,4
1227194230675141,Pratia,Pratia SA,509,11
513969188677442,Compassion Polska,Compassion Polska,500,8
104442609633150,Lubuskie,Lubuskie,493,5
395533923834784,PSL Mazowsze,PSL Mazowsze,459,36
101995462097618,Dajcie Żyć,Stowarzyszenie Kultury Chrześcijańskiej im. Ks. Piotra Skargi,453,1
105849852557018,Centrum Analiz Wyborczych,Akademia Jagiellońska w Toruniu,448,17
737382823002282,Anna Pieczarka,Anna Pieczarka,414,2
110554885250920,Postawmy na młodzież,Stowarzyszenie Projekt Poznań,402,51
105636040979969,Polska 2050,Polska 2050 Szymona Hołowni,384,26
308684629246305,Tomasz Latos,Tomasz Latos,371,9
335107452998,"InPost - Paczkomat, Kurier","InPost - Paczkomat, Kurier",357,4
475584852475176,Pozytron,POZYTRON Radiologia Medyczna,355,10
164968446888637,Ministerstwo Sprawiedliwości,Ministerstwo Sprawiedliwości,349,3
653937168081792,PZU,Powszechny Zakład Ubezpieczeń Spółka Akcyjna (PZU SA),337,5
123910440019,Renew Europe,Renew Europe Group,330,1
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,328,46
1581518611867021,Zbigniew Ziobro,Zbigniew Ziobro,325,3
520444618035778,Grupa EPL w Parlamencie Europejskim,EPP Group in the European Parliament,316,6
1937461523203000,Fundacja Promocji Pojazdów Elektrycznych FPPE,Fundacja Promocji Pojazdów Elektrycznych,293,1
198092287759134,Wrocławskie Fakty,Wrocławskie Fakty,290,6
371359310400318,Janusz Kowalski,Janusz Kowalski,278,17
177473808919,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe,273,8
340765409708087,Ryszard Madziar,Ryszard Madziar,260,7
749393698434460,Jarosław Krajewski,Jarosław Krajewski,258,7
145329992215815,Piotr Król,Piotr Król,255,3
514735281965536,Demagog,Stowarzyszenie Demagog,253,13
182038191908977,Ministerstwo Cyfryzacji,Kancelaria Prezesa Rady Ministrów,250,6
959387840744974,Bezpartyjni Samorządowcy,Fundacja Bezpartyjni i Samorządowcy,246,8
323818978380073,Stanisław Derehajło,Stanisław Derehajło,243,10
257593184447834,Władysław Kosiniak-Kamysz,Władysław Kosiniak-Kamysz,233,7
163488137165461,E.ON Polska,E.ON Polska,224,15
114018974889363,Stop Lie,Stop Lie,219,8
1683534065241470,OKO.press,OKO.press,219,10
106416337982425,"Indyk z certyfikatem QAFP - gwarantujemy, nie obiecujemy",Proben,218,16
207653439276138,Fundusze Europejskie dla Dolnego Śląska,Fundusze Europejskie dla Dolnego Śląska,210,5
114699243232023,Paweł Jabłoński,Paweł Jabłoński,208,4
180185019111,Tygodnik Powszechny,Tygodnik Powszechny,208,9
101861849611988,Nie dla Tuska,Nie dla Tuska,206,7
2154797738169705,Anita Sowińska,Anita Sowińska,200,2
160978464020426,Sławomir Nitras,Sławomir Nitras,198,7
109649700417909,Piotr Sak,Poseł na Sejm RP Piotr Sak,189,3
198196133533089,Polska Misja Medyczna / Polish Medical Mission,Polska Misja Medyczna / Polish Medical Mission,182,6
169913419732194,Michał Jaros,Michał Jaros,179,11
102759805294356,Dariusz Matecki - Radny Miasta Szczecin,Dariusz Matecki Radny Miasta Szczecin,172,6
1489158561337371,Dariusz Olszewski,Dariusz Olszewski,172,1
1440678182628407,Invest in Pomerania,Euvic Media sp. z o.o.,171,1
104061062331637,Pałac Saski,Pałac Saski Sp. z o.o.,169,7
851597268265842,Telewizja Kopernik,TELEWIZJA KOPERNIK,165,24
391098174296294,Super Express,se.pl,163,5
106708966025605,Wydawnictwo W.A.B.,Grupa Wydawnicza Foksal,158,2
280696342731,Ministerstwo Klimatu i Środowiska,Ministerstwo Klimatu i Środowiska,155,1
195591907176717,Grzegorz Piechowiak - Wiceminister Rozwoju i Technologii,Biuro Posła Grzegorza Piechowiaka,155,3
934929276593605,Jerzy Janoska - Radny MiG Ogrodzieniec,Jerzy Janoska - Radny MiG Ogrodzieniec,154,2
108301418501661,Odszkodowania Za Represje 1944-1989,Odszkodowania Za Represje 1944-1989,154,1
110491392351511,LINK4,LINK4,153,2
286672948180163,Tomasz Trela,Poseł Tomasz Trela,149,3
228366267271894,Warsaw Enterprise Institute,Fundacja Warsaw Enterprise Institute,147,1
277939435553456,Stowarzyszenie Bezpieczna Lubelszczyzna,Stowarzyszenie Bezpieczna Lubelszczyzna,147,2
108365475589868,Łukasz Horbatowski - Przewodniczący Platformy Obywatelskiej w Głogowie,Łukasz Horbatowski - Przewodniczący Platformy Obywatelskiej w Głogowie,147,4
202813996476257,Podlaski.info,Tygodnik Podlaski,143,4
109218848183780,Marek Woźniak,UMWW,143,6
376101312892,Miasto Poznań,Miasto Poznań,142,5
300745193630,Fundacja Pro - Prawo do Życia,Fundacja Pro – Prawo do życia,133,4
256314858405394,Paweł Olszewski,Paweł Olszewski,127,3
511908632322302,Artur Chojecki - Wojewoda Warmińsko-Mazurski,Artur Chojecki - Wojewoda Warmińsko-Mazurski,123,6
1884681241647994,Anna Gembicka,Biuro Poselskie Posła Na Sejm RP Anny Gembickiej,119,8
26479200307,Polska Akcja Humanitarna (PAH),Polska Akcja Humanitarna (PAH),118,8
