Location name,Amount spent (CLP)
Antofagasta Region,333896
Araucanía Region,559223
Arica y Parinacota Region,137051
Atacama Region,127927
Aysén Region,54048
Bío Bío Region,775008
Coquimbo Region,511437
Los Lagos Region,814417
Los Ríos Region,393968
Magallanes y la Antártica Chilena Region,176630
Maule Region,482674
O'Higgins Region,542917
Santiago Metropolitan Region,3565185
Tarapacá Region,239348
Unknown,253
Valparaíso Region,1704981
