Location name,Amount spent (TRY)
Adana Province,1554
Adıyaman Province,101
Afyonkarahisar Province,275
Aksaray Province,143
Amasya Province,110
Ankara Province,1712
Antalya Province,1259
Ardahan Province,≤100
Artvin Province,≤100
Aydın Province,346
Ağrı Province,≤100
Balıkesir Province,547
Bartın Province,≤100
Batman Province,106
Bayburt Province,≤100
Bilecik Province,≤100
Bingöl Province,≤100
Bitlis Province,≤100
Bolu Province,≤100
Burdur Province,138
Bursa Province,1104
Denizli Province,345
Diyarbakır Province,228
Düzce Province,≤100
Edirne Province,111
Elazığ Province,102
Erzincan Province,≤100
Erzurum Province,202
Eskişehir Province,317
Gaziantep Province,500
Giresun Province,229
Gümüşhane Province,≤100
Hakkâri Province,≤100
Hatay Province,657
Isparta Province,133
Istanbul Province,10266
Iğdır Province,≤100
Kahramanmaraş Province,350
Karabük Province,≤100
Karaman Province,≤100
Kars Province,≤100
Kastamonu Province,104
Kayseri Province,441
Kilis Province,≤100
Kocaeli Province,812
Konya Province,764
Kütahya Province,168
Kırklareli Province,≤100
Kırıkkale Province,≤100
Kırşehir Province,≤100
Malatya Province,281
Manisa Province,385
Mardin Province,239
Mersin Province,1912
Muğla Province,387
Muş Province,≤100
Nevşehir Province,≤100
Niğde Province,103
Ordu Province,288
Osmaniye Province,205
Rize Province,115
Sakarya Province,174
Samsun Province,1320
Siirt Province,≤100
Sinop Province,≤100
Sivas Province,129
Tekirdağ Province,250
Tokat Province,602
Trabzon Province,244
Tunceli Province,≤100
Unknown,≤100
Uşak Province,122
Van Province,120
Yalova Province,≤100
Yozgat Province,≤100
Zonguldak Province,152
Çanakkale Province,168
Çankırı Province,≤100
Çorum Province,131
İzmir Province,1293
Şanlıurfa Province,344
Şırnak Province,≤100
