Page ID,Page name,Disclaimer,Amount spent (NIO),Number of ads in Library
200480966638039,Supremacy 1914,These ads ran without a disclaimer,≤100,2
116233144739608,,These ads ran without a disclaimer,≤100,1
108991308230301,Juventud UNE - FNT,Santiago Vargas,≤100,1
1339371959436992,哥倫布 Columbus,These ads ran without a disclaimer,≤100,1
1853157721481969,Roche Costa Rica,These ads ran without a disclaimer,≤100,1
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,1
109322002082471,"Blog de marxismo tercermundista científico, heterodoxo y anti-neocolonial",These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,2
198454000189884,REW.ca,These ads ran without a disclaimer,≤100,1
82928774489,Panda Security,These ads ran without a disclaimer,≤100,1
401718346592691,Bisexual.org,These ads ran without a disclaimer,≤100,1
