Page ID,Page name,Disclaimer,Amount spent (PLN),Number of ads in Library
102931488739,Platforma Obywatelska,Platforma Obywatelska,5217,23
237466786344157,European Movement,European Movement International with Facebook ad credits,4701,16
122074554119,EU Social,EU Social,4416,8
157458232131,Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,2723,47
469702339755768,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,1857,209
104884392877324,Alivia,Alivia - Fundacja Onkologiczna,1574,7
57544755889,Amnesty International Polska,Amnesty International Polska,1221,22
578864425792499,Ośrodek Monitorowania Antypolonizmu,Fundacja Ośrodek Monitorowania Antypolonizmu,1194,14
178362315106,European Parliament,European Parliament,1134,10
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,1100,16
648495745485275,Adrian Witczak - radny Tomaszowa Mazowieckiego,Adrian Witczak - radny Tomaszowa Mazowieckiego,1029,9
552661358110680,Krzysztof Kubów Sekretarz Stanu KPRM,Krzysztof Kubów Sekretarz Stanu KPRM,1003,1
228168274881,wysokieobcasy,wysokieobcasy,1003,18
111465470197991,Mateusz Morawiecki,Mateusz Morawiecki,1001,12
199446073725474,BohaterON,Fundacja Sensoria,980,30
339855706171439,Dobra Fabryka,Dobra Fabryka,968,4
818457621539495,Poseł Mejza,Poseł Mejza,879,3
959387840744974,Bezpartyjni Samorządowcy,Ogólnopolska Federacja Bezpartyjni i Samorządowcy,741,5
107023882460931,Aleksandra K. Wiśniewska,odwazyszsie.pl,633,4
1436010186518712,Fundacja Pamięci o Bohaterach Powstania Warszawskiego,Fundacja Pamięci o Bohaterach Powstania Warszawskiego,526,2
107099115544539,Zostań Dłużej,Euvic Media,526,9
104581499325617,Wybory bez picu,Obywatelska Kontrola Wyborów,525,12
178415208919146,Suwerenna Polska,Solidarna Polska,512,9
653937168081792,PZU,Powszechny Zakład Ubezpieczeń Spółka Akcyjna (PZU SA),472,5
1227194230675141,Pratia,Pratia SA,456,14
1619161438342114,Krzysztof Tchórzewski,Krzysztof Tchórzewski,445,2
475584852475176,Pozytron,POZYTRON Radiologia Medyczna,412,12
