Location name,Amount spent (VEF)
Amazonas,≤100
Anzoátegui,3624531
Apure,1751400
Aragua,5494847
Barinas,3224228
Bolívar (state),5508400
Capital District,9693784
Carabobo,35694609
Cojedes,1000000
Delta Amacuro,251400
Falcón,2604223
Guárico,1685315
Lara,5008400
Miranda (state),4754200
Monagas,2501400
Mérida,4405938
Nueva Esparta,1961417
Portuguesa,2252800
Sucre,1751400
Trujillo,1254200
Táchira,5758400
Unknown,≤100
Vargas,1501400
Yaracuy,2504200
Zulia,28525200
