Page ID,Page name,Disclaimer,Amount spent (PKR),Number of ads in Library
111378401865271,Jawad Sohrab Malik,Rehma Chaudhary,38633,31
171980796153771,Siraj ul Haq,Siraj ul Haq,14473,13
108032181861181,Suno News HD,SUNO TV,11274,24
111021638285303,Chaudhry Aurangzeb,Chaudhry Aurangzeb,9702,20
110196941769209,𝗦𝘆𝗲𝗱 𝗔𝗹𝗶 𝗞𝗮𝗺𝗿𝗮𝗻 𝗞𝗶𝗿𝗺𝗮𝗻𝗶,𝗦𝘆𝗲𝗱 𝗔𝗹𝗶 𝗞𝗮𝗺𝗿𝗮𝗻 𝗞𝗶𝗿𝗺𝗮𝗻𝗶,9110,15
388501561700814,Ch Tariq Irshad,Ch Tariq Irshad,6802,10
104008791697323,Karachi Insider,Karachi Insider,5551,4
101169972970013,Team Arslan Hafeez Chaudhery,Hafiz Muhammad Bilal Shabbir,3165,7
108032181861181,Suno News HD,Suno News HD,3140,1
104472305969130,Maher Muhammad Javed,Shah Nawaz Daula,3134,5
252434368713670,Humayun Akhtar Khan,Humayun Akhtar Khan,2953,2
2167817683483103,Kashif Ansari,Bss-Digital,2830,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,2818,2
105412451500076,Mian Hassan Yousaf,Mian Hassan Yousaf,2702,2
204305176293161,Alamgir Khan,Alamgir Khan,2484,1
304781399652673,Jamshed Iqbal Cheema,Jamshed Iqbal Cheema,2449,1
144494398930201,Jamaat-e-Islami Pakistan,Jamaat-e-Islami Pakistan,2340,4
122578684096711,Usman Ahmad Bhatti,Haider Munir,2120,2
977981842265214,Pukaar,Pukaar,1844,2
104079271836558,Tanweer Ahmed,These ads ran without a disclaimer,1135,1
116304634745813,Waqas Ahmad Butt,These ads ran without a disclaimer,1111,2
109493084543028,Four Corners with Tarar,NEXT TV,1042,1
148143495361532,Hafiz Farhat Abbas,Hafiz Farhat Abbas,1024,2
113223601404356,CH Imran Saleemi Official,Ahsan Ur Rehman,1018,1
117570394575101,Rai Waqas Aslam Kharal,Rai Waqas Aslam Kharal,1000,3
498009176948526,Iftikhar Ali Baber Khitran,Iftikhar Ali Baber Khitran,1000,1
103075692767998,Haseeb Amjad,Haseeb Amjad,993,1
100112112760730,Adeel Ali Khan,Adeel Ali Khan,946,2
103669542339889,Arbab Zain Omar,These ads ran without a disclaimer,927,2
111320974880220,The Solution,Taha Bin Muhammad,914,2
330546873795572,Mehar Muhammad Saleem,Mehar Muhammad Saleem,906,3
108350544421634,How&Why,These ads ran without a disclaimer,903,1
101269169346393,Barrister Abdullah Mumtaz Kahloon,Barrister Abdullah Mumtaz Kahloon,897,2
101206152972905,Voice of PP 60,M Aniq Hassan Randhawa,897,2
100427168538381,Sardar Mehboob Khan Khetran,Sardar Mehboob Khan Khetran,895,2
448981518645687,Chaudhary Shahid Bashir,Chaudhary Shahid Bashir,872,1
105690462092880,MM News,M M DIGITAL (PRIVATE) LIMITED,722,1
115445627811504,Muhammad Kashif Mairaj,Muhammad Kashif Mairaj,703,1
102762028619243,Ch Bilal Ashraf Basra,These ads ran without a disclaimer,637,2
111791888503468,Hafiz Shahid Ghug,Hamza Sharif,607,1
108692958881661,Abdul Rehman Bhatti,حسن مرزا,546,2
113155675083831,Haji Faiz Ul Haq Hashmi,Abdul Hadi Hashmi,523,1
124109327256894,Dra. Ângela Pistão,These ads ran without a disclaimer,516,3
115435898200456,Khan Muhammad Khan Khichi,Muhammad Irfan Khan,513,1
107037018803275,Malik Asad Abbas Awan,Malik Asad Abbas Awan,513,1
123089817433991,Adeel Hassan Cheema,Haider Munir,511,1
1706863532970589,Nasir Hashmi,Nasir Hashmi,510,1
108727162154282,Azhar Iqbal,Azhar Iqbal,510,1
234578749895304,Relief Foundation International,Relief Foundation International,495,1
109891242098953,Social Circle,Muhammad Imran,472,1
106429308893380,One Nation,One Nation,432,1
457514774319202,White News پښتو,White News پښتو,420,1
105396082410434,White News English,White News English,410,1
1114193285282308,Abdullah Khan Dummer,Abdullah Khan Dummer,408,1
