Location name,Amount spent (ARS)
Buenos Aires,1185144
Catamarca,32056
Chaco,89514
Chubut,52904
Ciudad Autónoma de Buenos Aires,282875
Corrientes,31884
Córdoba,1764522
Entre Rios,68821
Formosa,16039
Jujuy,31270
La Pampa,135973
La Rioja,21176
Mendoza,81588
Misiones,44451
Neuquén,449686
Río Negro,122025
Salta,287882
San Juan,170158
San Luis,76127
Santa Cruz,9205
Santa Fe,272953
Santiago del Estero,17365
Tierra del Fuego,76721
Tucuman,75347
Unknown,≤100
